tr|M0U2F0|M0U2F0_MUSAM	TM_PBP2|GT-A	TM_PBP2(8-65)|Branch(53-326)
tr|A0A1G8XUK9|A0A1G8XUK9_9RHOB	GT-A	Branch(4-226)
tr|A0A1G9C2X4|A0A1G9C2X4_9RHOB	GT-A	Branch(50-262)
tr|A0A1G9DWD9|A0A1G9DWD9_9RHOB	GT-A	Branch(31-250)
tr|A0A1G9GTV4|A0A1G9GTV4_9RHOB	GT-A	Branch(32-226)
tr|A0A1G9LEP8|A0A1G9LEP8_9BACT	GT-A	Branch(56-268)
tr|A0A1G9WTC0|A0A1G9WTC0_9BACT	GT-A	Branch(2-242)
tr|A0A1G9YH32|A0A1G9YH32_9BACT	GT-A	Branch(89-298)
tr|A0A1H0EVL6|A0A1H0EVL6_9FIRM	GT-A	Branch(3-265)
tr|A0A1H0Y3Q3|A0A1H0Y3Q3_9FLAO	GT-A	Branch(25-247)
tr|A0A1H1FVU7|A0A1H1FVU7_9FLAO	GT-A	Branch(24-262)
tr|A0A1H1YE22|A0A1H1YE22_9ACTN	GT-A	Branch(39-247)
tr|A0A1H2WA08|A0A1H2WA08_9RHOB	GT-A	Branch(3-250)
tr|A0A1H2X6T6|A0A1H2X6T6_9RHOB	GT-A	Branch(55-274)
tr|A0A1H3A6N4|A0A1H3A6N4_9RHOB	GT-A	Branch(4-241)
tr|A0A1H3J4F7|A0A1H3J4F7_9FIRM	GT-A	Branch(4-249)
tr|A0A1H3JEF9|A0A1H3JEF9_9RHOB	GT-A	Branch(31-250)
tr|A0A1H3JZJ2|A0A1H3JZJ2_9FIRM	GT-A	Branch(3-263)
tr|A0A1H3KD42|A0A1H3KD42_9RHOB	GT-A	Branch(33-225)
tr|A0A1H3LVV2|A0A1H3LVV2_9RHOB	GT-A	Branch(31-249)
tr|A0A1H3MI88|A0A1H3MI88_9RHOB	GT-A	Branch(32-241)
tr|A0A1H3MPQ5|A0A1H3MPQ5_9RHOB	GT-A	Branch(4-225)
tr|A0A1H3MVR2|A0A1H3MVR2_9RHOB	GT-A	Branch(14-251)
tr|A0A1H3ULM9|A0A1H3ULM9_9BACI	GT-A	Branch(37-247)
tr|A0A1H3XRD4|A0A1H3XRD4_9FIRM	GT-A	Branch(5-254)
tr|A0A1H4CBW3|A0A1H4CBW3_9BACT	GT-A	Branch(10-258)
tr|A0A1H4FSM8|A0A1H4FSM8_9BACT	GT-A	Branch(5-111)
tr|A0A1H4GHP9|A0A1H4GHP9_9SPHI	GT-A	Branch(3-253)
tr|A0A1H4GIJ4|A0A1H4GIJ4_9SPHI	GT-A	Branch(4-256)
tr|A0A1H4LA14|A0A1H4LA14_9ACTN	GT-A	Branch(5-251)
tr|A0A1H4QRZ3|A0A1H4QRZ3_9RHOB	GT-A	Branch(33-241)
tr|A0A1H4STJ3|A0A1H4STJ3_9RHOB	GT-A	Branch(46-265)
tr|A0A1H4WA49|A0A1H4WA49_9RHIZ	GT-A	Branch(2-243)
tr|A0A1H5UGM4|A0A1H5UGM4_9BACT	GT-A	Branch(3-255)
tr|A0A1H5VL81|A0A1H5VL81_9RHOB	GT-A	Branch(39-258)
tr|A0A1H5WAB6|A0A1H5WAB6_9RHOB	GT-A	Branch(33-241)
tr|A0A1H5YUD9|A0A1H5YUD9_9RHOB	GT-A	Branch(32-241)
tr|A0A1H5YUH5|A0A1H5YUH5_9RHOB	GT-A	Branch(31-250)
tr|A0A1H6CKG2|A0A1H6CKG2_9SPHI	GT-A	Branch(4-223)
tr|A0A1H6CKY2|A0A1H6CKY2_9SPHI	GT-A	Branch(4-220)
tr|A0A1H6YFU2|A0A1H6YFU2_9BACT	GT-A	Branch(27-261)
tr|A0A1H6YMZ4|A0A1H6YMZ4_9RHOB	GT-A	Branch(32-251)
tr|A0A1H6YTE8|A0A1H6YTE8_9BACT	GT-A	Branch(3-281)
tr|A0A1H7BVH7|A0A1H7BVH7_9RHOB	GT-A	Branch(33-241)
tr|A0A1H7C775|A0A1H7C775_9BACT	GT-A	Branch(3-252)
tr|A0A1H7FY17|A0A1H7FY17_9BURK	GT-A	Branch(3-247)
tr|A0A1H7GQX1|A0A1H7GQX1_9RHOB	GT-A	Branch(32-250)
tr|A0A1H7IGR3|A0A1H7IGR3_9SPHI	GT-A	Branch(4-254)
tr|A0A1H7IQU5|A0A1H7IQU5_9RHOB	GT-A	Branch(32-225)
tr|A0A1H7K8N0|A0A1H7K8N0_9RHOB	GT-A	Branch(31-250)
tr|A0A1H7PKS4|A0A1H7PKS4_9RHOB	GT-A	Branch(33-241)
tr|A0A1H7S5R6|A0A1H7S5R6_9BURK	GT-A	Branch(4-253)
tr|A0A1H7YID1|A0A1H7YID1_9SPHN	GT-A	Branch(31-257)
tr|A0A1H7ZR41|A0A1H7ZR41_9RHOB	GT-A	Branch(31-250)
tr|A0A1H8B4X3|A0A1H8B4X3_9RHOB	GT-A	Branch(33-241)
tr|A0A1H8CRC5|A0A1H8CRC5_9RHOB	GT-A	Branch(48-256)
tr|A0A1H8DQN4|A0A1H8DQN4_9RHOB	GT-A	Branch(31-250)
tr|A0A1H8FJM9|A0A1H8FJM9_9RHOB	GT-A	Branch(31-250)
tr|A0A1H8GWE6|A0A1H8GWE6_9BURK	GT-A	Branch(26-246)
tr|A0A1H8HLV2|A0A1H8HLV2_9BACT	GT-A	Branch(3-248)
tr|A0A1H8IEF6|A0A1H8IEF6_9RHOB	GT-A	Branch(38-260)
tr|A0A1H8K777|A0A1H8K777_9BACT	GT-A	Branch(3-252)
tr|A0A1H8KEY5|A0A1H8KEY5_9RHOB	GT-A	Branch(33-241)
tr|A0A1H8L460|A0A1H8L460_9RHOB	GT-A	Branch(4-225)
tr|A0A1H8LTY6|A0A1H8LTY6_9RHOB	GT-A	Branch(31-250)
tr|A0A1H8T6K7|A0A1H8T6K7_9RHOB	GT-A	Branch(33-225)
tr|A0A1H9BUM0|A0A1H9BUM0_9RHOB	GT-A	Branch(25-244)
tr|A0A1H9C9W3|A0A1H9C9W3_9RHOB	GT-A	Branch(4-248)
tr|A0A1H9ECV8|A0A1H9ECV8_9FIRM	GT-A	Branch(12-237)
tr|A0A1H9ED32|A0A1H9ED32_9FIRM	GT-A	Branch(32-256)
tr|A0A1H9R057|A0A1H9R057_9RHOB	GT-A	Branch(33-248)
tr|A0A1H9SPY7|A0A1H9SPY7_9SPHN	GT-A	Branch(2-243)
tr|A0A1H9UJ07|A0A1H9UJ07_9RHOB	GT-A	Branch(31-250)
tr|A0A1H9WQE8|A0A1H9WQE8_9PSEU	GT-A	Branch(28-221)
tr|A0A1H9Z0D1|A0A1H9Z0D1_9RHOB	GT-A	Branch(36-247)
tr|A0A1I0A0X9|A0A1I0A0X9_9RHOB	GT-A	Branch(68-253)
tr|A0A1I0DXJ9|A0A1I0DXJ9_9BACL	GT-A	Branch(2-255)
tr|A0A1I0F8U0|A0A1I0F8U0_9FIRM	GT-A	Branch(3-261)
tr|A0A1I0J3W7|A0A1I0J3W7_9BACT	GT-A	Branch(3-246)
tr|A0A1I0MR78|A0A1I0MR78_9RHOB	GT-A	Branch(13-250)
tr|A0A1I0NNB8|A0A1I0NNB8_9FLAO	GT-A	Branch(53-275)
tr|A0A1I0Q9Q5|A0A1I0Q9Q5_9BACT	GT-A	Branch(3-248)
tr|A0A1I0Q9U6|A0A1I0Q9U6_9BACT	GT-A	Branch(3-247)
tr|A0A1I0QMA8|A0A1I0QMA8_9RHOB	GT-A	Branch(32-225)
tr|A0A1I0QUR3|A0A1I0QUR3_9RHOB	GT-A	Branch(33-241)
tr|A0A1I0RMN6|A0A1I0RMN6_9RHOB	GT-A	Branch(31-250)
tr|A0A1I0T9P4|A0A1I0T9P4_9SPHI	GT-A	Branch(4-233)
tr|A0A1I0Y4W1|A0A1I0Y4W1_9RHOB	GT-A	Branch(33-238)
tr|A0A1I0YFB2|A0A1I0YFB2_9RHOB	GT-A	Branch(31-250)
tr|A0A1I1HFA8|A0A1I1HFA8_9RHOB	GT-A	Branch(32-251)
tr|A0A1I1M776|A0A1I1M776_9RHOB	GT-A	Branch(31-224)
tr|A0A1I1NTS8|A0A1I1NTS8_9RHOB	GT-A	Branch(32-241)
tr|A0A1I1P9F6|A0A1I1P9F6_9BURK	GT-A	Branch(28-253)
tr|A0A1I1PAM4|A0A1I1PAM4_9FIRM	GT-A	Branch(5-249)
tr|A0A1I1WAI6|A0A1I1WAI6_9RHOB	GT-A	Branch(55-241)
tr|A0A1I1YEL0|A0A1I1YEL0_9RHOB	GT-A	Branch(25-244)
tr|A0A1I2AUU6|A0A1I2AUU6_9BACT	GT-A	Branch(6-306)
tr|A0A1I2G2Y2|A0A1I2G2Y2_9BACT	GT-A	Branch(5-250)
tr|A0A1I2JB65|A0A1I2JB65_9ACTN	GT-A	Branch(42-260)
tr|A0A1I2JBJ9|A0A1I2JBJ9_9ACTN	GT-A	Branch(211-335)
tr|A0A1I2KX67|A0A1I2KX67_9MICO	GT-A	Branch(35-239)
tr|A0A1I2ZF77|A0A1I2ZF77_9GAMM	GT-A	Branch(3-266)
tr|A0A1I3AHV1|A0A1I3AHV1_9RHOB	GT-A	Branch(32-241)
tr|A0A1I3B176|A0A1I3B176_9RHOB	GT-A	Branch(39-253)
tr|A0A1I3NJ69|A0A1I3NJ69_9FLAO	GT-A	Branch(5-268)
tr|A0A1I3Q9P8|A0A1I3Q9P8_9RHOB	GT-A	Branch(55-241)
tr|A0A1I3QSK5|A0A1I3QSK5_9RHOB	GT-A	Branch(4-241)
tr|A0A1I3QZ16|A0A1I3QZ16_9SPHI	GT-A	Branch(4-255)
tr|A0A1I3ST74|A0A1I3ST74_9RHOB	GT-A	Branch(3-250)
tr|A0A1I3TGK2|A0A1I3TGK2_9RHOB	GT-A	Branch(31-250)
tr|A0A1I3V230|A0A1I3V230_9RHOB	GT-A	Branch(4-225)
tr|A0A1I3W7L8|A0A1I3W7L8_9RHOB	GT-A	Branch(3-247)
tr|A0A1I3ZSG1|A0A1I3ZSG1_9FIRM	GT-A	Branch(8-253)
tr|A0A1I3ZSQ2|A0A1I3ZSQ2_9FIRM	GT-A	Branch(8-248)
tr|A0A1I3ZTA3|A0A1I3ZTA3_9FIRM	GT-A	Branch(3-229)
tr|A0A1I4DGJ0|A0A1I4DGJ0_9RHOB	GT-A	Branch(48-256)
tr|A0A1I4EDN0|A0A1I4EDN0_9RHOB	GT-A	Branch(32-241)
tr|A0A1I4EI69|A0A1I4EI69_9RHOB	GT-A	Branch(5-253)
tr|A0A1I4ELI9|A0A1I4ELI9_9RHOB	GT-A	Branch(6-250)
tr|A0A1I4F7P4|A0A1I4F7P4_9RHOB	GT-A	Branch(31-250)
tr|A0A1I4S8R8|A0A1I4S8R8_9RHOB	GT-A	Branch(32-241)
tr|A0A1I4TBF8|A0A1I4TBF8_9RHOB	GT-A	Branch(6-250)
tr|A0A1I4YSZ9|A0A1I4YSZ9_9RHOB	GT-A	Branch(31-250)
tr|A0A1I4YYI2|A0A1I4YYI2_9RHOB	GT-A	Branch(10-219)
tr|A0A1I5L9Y5|A0A1I5L9Y5_9RHOB	GT-A	Branch(31-250)
tr|A0A1I5TAE0|A0A1I5TAE0_9RHOB	GT-A	Branch(33-248)
tr|A0A1I5UH04|A0A1I5UH04_9BACT	GT-A	Branch(3-251)
tr|A0A1I5Z619|A0A1I5Z619_9BACT	GT-A	Branch(3-250)
tr|A0A1I6D4F9|A0A1I6D4F9_9RHOB	GT-A	Branch(31-250)
tr|A0A1I6D756|A0A1I6D756_9RHOB	GT-A	Branch(4-241)
tr|A0A1I6FZ97|A0A1I6FZ97_9RHOB	GT-A	Branch(3-250)
tr|A0A1I6G8G7|A0A1I6G8G7_9RHOB	GT-A	Branch(32-241)
tr|A0A1I6GTI0|A0A1I6GTI0_9RHOB	GT-A	Branch(33-241)
tr|A0A1I6HKA1|A0A1I6HKA1_9RHOB	GT-A	Branch(32-250)
tr|A0A1I6L9S0|A0A1I6L9S0_9RHOB	GT-A	Branch(33-241)
tr|A0A1I6MV63|A0A1I6MV63_9RHOB	GT-A	Branch(31-249)
tr|A0A1I6S5R6|A0A1I6S5R6_9RHOB	GT-A	Branch(13-250)
tr|A0A1I6SZR9|A0A1I6SZR9_9RHOB	GT-A	Branch(31-250)
tr|A0A1I6U6J9|A0A1I6U6J9_9RHOB	GT-A	Branch(33-240)
tr|A0A1I6V002|A0A1I6V002_9RHOB	GT-A	Branch(55-241)
tr|A0A1I6X7F2|A0A1I6X7F2_9ACTN	GT-A	Branch(39-247)
tr|A0A1I6Z2M3|A0A1I6Z2M3_9RHOB	GT-A	Branch(4-241)
tr|A0A1I7G4F1|A0A1I7G4F1_9GAMM	GT-A	Branch(59-227)
tr|A0A1I7HV82|A0A1I7HV82_9BACT	GT-A	Branch(5-265)
tr|A0A1I7NEJ3|A0A1I7NEJ3_9BACT	GT-A	Branch(5-257)
tr|A0A1I7RQB4|A0A1I7RQB4_BURXY	GT-A	Branch(79-343)
tr|A0A1I7RXY1|A0A1I7RXY1_BURXY	GT-A	Branch(91-352)
tr|A0A1I7SMI1|A0A1I7SMI1_BURXY	GT-A	Branch(119-309)
tr|A0A1I7T4N9|A0A1I7T4N9_9PELO	GT-A	Branch(50-240)
tr|A0A1I7UUC3|A0A1I7UUC3_9PELO	GT-A	Branch(67-330)
tr|A0A1I7Z6F9|A0A1I7Z6F9_9BILA	GT-A	Branch(153-324)
tr|A0A1I7Z9J6|A0A1I7Z9J6_9BILA	GT-A	Branch(118-332)
tr|A0A1I7Z9K6|A0A1I7Z9K6_9BILA	GT-A	Branch(293-536)
tr|A0A1I7Z9R2|A0A1I7Z9R2_9BILA	GT-A	Branch(138-368)
tr|A0A1I7ZAB6|A0A1I7ZAB6_9BILA	GT-A	Branch(118-317)
tr|A0A1I8BX08|A0A1I8BX08_MELHA	GT-A	Branch(64-268)
tr|A0A1I8C0F1|A0A1I8C0F1_MELHA	GT-A	Branch(1-248)
tr|A0A1I8CEJ9|A0A1I8CEJ9_9BILA	GT-A	Branch(134-396)
tr|A0A1I8CLU4|A0A1I8CLU4_9BILA	GT-A	Branch(112-381)
tr|A0A1I8CTB5|A0A1I8CTB5_9BILA	GT-A	Branch(26-295)
tr|A0A1I8CZ47|A0A1I8CZ47_9BILA	GT-A	Branch(325-567)
tr|A0A1I8D4Y7|A0A1I8D4Y7_9BILA	GT-A	Branch(120-386)
tr|A0A1I8GUM2|A0A1I8GUM2_9PLAT	GT-A	Branch(239-490)
tr|A0A1I8HMP6|A0A1I8HMP6_9PLAT	GT-A	Branch(3-235)
tr|A0A1I8HP49|A0A1I8HP49_9PLAT	GT-A	Branch(239-490)
tr|A0A1I8HPD4|A0A1I8HPD4_9PLAT	GT-A	Branch(3-234)
tr|A0A1I8J6M7|A0A1I8J6M7_9PLAT	GT-A	Branch(139-395)
tr|A0A1J0WLC9|A0A1J0WLC9_9RHOB	GT-A	Branch(31-250)
tr|A0A1J1K1N3|A0A1J1K1N3_9CYAN	GT-A	Branch(36-236)
tr|A0A1J5GHQ8|A0A1J5GHQ8_9CYAN	GT-A	Branch(3-269)
tr|A0A1J5L5M3|A0A1J5L5M3_9PROT	GT-A	Branch(33-241)
tr|A0A1J5LH95|A0A1J5LH95_9PROT	GT-A	Branch(39-251)
tr|A0A1J6HTK8|A0A1J6HTK8_NICAT	GT-A	Branch(54-402)
tr|A0A1J6HZV9|A0A1J6HZV9_NICAT	GT-A	Branch(42-397)
tr|A0A1J6I9I4|A0A1J6I9I4_NICAT	GT-A	Branch(12-414)
tr|A0A1J6IBG6|A0A1J6IBG6_NICAT	GT-A	Branch(4-372)
tr|A0A1J6K6F3|A0A1J6K6F3_NICAT	GT-A	Branch(68-407)
tr|A0A1J6KCG8|A0A1J6KCG8_NICAT	GT-A	Branch(73-310)
tr|A0A1J6KI54|A0A1J6KI54_NICAT	GT-A	Branch(79-316)
tr|A0A1J7FM90|A0A1J7FM90_LUPAN	GT-A	Branch(70-312)
tr|A0A1J7G350|A0A1J7G350_LUPAN	GT-A	Branch(48-396)
tr|A0A1J7G8R2|A0A1J7G8R2_LUPAN	GT-A	Branch(10-433)
tr|A0A1J7GY26|A0A1J7GY26_LUPAN	GT-A	Branch(82-308)
tr|A0A1J7H4C1|A0A1J7H4C1_LUPAN	GT-A	Branch(4-355)
tr|A0A1J7I2G4|A0A1J7I2G4_LUPAN	GT-A	Branch(1-393)
tr|A0A1K1Q8S3|A0A1K1Q8S3_9BACT	GT-A	Branch(15-254)
tr|A0A1K1SPT7|A0A1K1SPT7_9BACT	GT-A	Branch(3-261)
tr|A0A1K2IWL5|A0A1K2IWL5_9FLAO	GT-A	Branch(22-260)
tr|A0A1L1RJ24|A0A1L1RJ24_CHICK	GT-A	Branch(125-392)
tr|A0A1L4C182|A0A1L4C182_9LACT	GT-A	Branch(4-232)
tr|A0A1L8ESW8|A0A1L8ESW8_XENLA	GT-A	Branch(112-374)
tr|A0A1L8FS72|A0A1L8FS72_XENLA	GT-A	Branch(94-334)
tr|A0A1L8FXX7|A0A1L8FXX7_XENLA	GT-A	Branch(94-351)
tr|A0A1L8GT39|A0A1L8GT39_XENLA	GT-A	Branch(134-404)
tr|A0A1L8H0G3|A0A1L8H0G3_XENLA	GT-A	Branch(134-404)
tr|A0A1L8HP84|A0A1L8HP84_XENLA	GT-A	Branch(122-390)
tr|A0A1L8HRE2|A0A1L8HRE2_XENLA	GT-A	Branch(123-391)
tr|A0A1L8HYF9|A0A1L8HYF9_XENLA	GT-A	Branch(122-390)
tr|A0A1L8ZNZ5|A0A1L8ZNZ5_9BACI	GT-A	Branch(7-246)
tr|A0A1L9BQX6|A0A1L9BQX6_9RHOB	GT-A	Branch(4-225)
tr|A0A1L9P008|A0A1L9P008_9RHOB	GT-A	Branch(33-241)
tr|A0A1L9P0J3|A0A1L9P0J3_9RHOB	GT-A	Branch(25-244)
tr|A0A1M3PEX7|A0A1M3PEX7_9PROT	GT-A	Branch(30-253)
tr|A0A1M3PGQ3|A0A1M3PGQ3_9PROT	GT-A	Branch(32-251)
tr|A0A1M3PJV9|A0A1M3PJV9_9PROT	GT-A	Branch(3-180)
tr|A0A1M4N5M4|A0A1M4N5M4_9RHOB	GT-A	Branch(31-250)
tr|A0A1M4YGW6|A0A1M4YGW6_9RHOB	GT-A	Branch(31-250)
tr|A0A1M4ZGY8|A0A1M4ZGY8_9FLAO	GT-A	Branch(52-272)
tr|A0A1M4ZQ25|A0A1M4ZQ25_9BACE	GT-A	Branch(4-252)
tr|A0A1M5AF64|A0A1M5AF64_9BACT	GT-A	Branch(3-252)
tr|A0A1M5BRX5|A0A1M5BRX5_9RHOB	GT-A	Branch(31-250)
tr|A0A1M5CA80|A0A1M5CA80_9RHOB	GT-A	Branch(33-241)
tr|A0A1M5CK89|A0A1M5CK89_9BACT	GT-A	Branch(5-258)
tr|A0A1M5CKA1|A0A1M5CKA1_9RHOB	GT-A	Branch(33-241)
tr|A0A1M5ELC8|A0A1M5ELC8_9BACT	GT-A	Branch(4-250)
tr|A0A1M5HP51|A0A1M5HP51_9FLAO	GT-A	Branch(25-245)
tr|A0A1M5IAJ6|A0A1M5IAJ6_9BACT	GT-A	Branch(5-248)
tr|A0A1M5N6K8|A0A1M5N6K8_9GAMM	GT-A	Branch(5-252)
tr|A0A1M5N7P9|A0A1M5N7P9_9GAMM	GT-A	Branch(5-264)
tr|A0A1M5P5U4|A0A1M5P5U4_9RHOB	GT-A	Branch(31-255)
tr|A0A1M5QJS1|A0A1M5QJS1_9RHOB	GT-A	Branch(31-250)
tr|A0A1M5RZG2|A0A1M5RZG2_9RHOB	GT-A	Branch(32-241)
tr|A0A1M5SR37|A0A1M5SR37_9RHOB	GT-A	Branch(33-241)
tr|A0A1M5TL92|A0A1M5TL92_9RHOB	GT-A	Branch(31-250)
tr|A0A1M5TN61|A0A1M5TN61_9RHOB	GT-A	Branch(55-241)
tr|A0A1M5VK18|A0A1M5VK18_9GAMM	GT-A	Branch(3-223)
tr|A0A1M5VUI8|A0A1M5VUI8_9BACT	GT-A	Branch(3-245)
tr|A0A1M6CNE0|A0A1M6CNE0_9RHOB	GT-A	Branch(31-250)
tr|A0A1M6EAM8|A0A1M6EAM8_9FIRM	GT-A	Branch(31-246)
tr|A0A1M6EF51|A0A1M6EF51_9RHOB	GT-A	Branch(32-225)
tr|A0A1M6FSE7|A0A1M6FSE7_9RHOB	GT-A	Branch(36-255)
tr|A0A1M6GI56|A0A1M6GI56_9FLAO	GT-A	Branch(24-267)
tr|A0A1M6J677|A0A1M6J677_9RHOB	GT-A	Branch(4-226)
tr|A0A1M6JUA4|A0A1M6JUA4_9CLOT	GT-A	Branch(27-282)
tr|A0A1M6NM52|A0A1M6NM52_9RHOB	GT-A	Branch(4-241)
tr|A0A1M6QI59|A0A1M6QI59_9RHOB	GT-A	Branch(31-250)
tr|A0A1M6UMI0|A0A1M6UMI0_9FLAO	GT-A	Branch(52-272)
tr|A0A1M6UW22|A0A1M6UW22_9BACT	GT-A	Branch(6-271)
tr|A0A1M6XV38|A0A1M6XV38_9RHOB	GT-A	Branch(31-250)
tr|A0A1M6Y2C7|A0A1M6Y2C7_9RHOB	GT-A	Branch(11-219)
tr|A0A1M7B848|A0A1M7B848_9RHOB	GT-A	Branch(50-258)
tr|A0A1M7DXF8|A0A1M7DXF8_9RHOB	GT-A	Branch(31-250)
tr|A0A1M7FU96|A0A1M7FU96_9RHOB	GT-A	Branch(33-225)
tr|A0A1M7J2I8|A0A1M7J2I8_9RHOB	GT-A	Branch(55-273)
tr|A0A1M7MPY2|A0A1M7MPY2_9BACT	GT-A	Branch(3-249)
tr|A0A1M7NFX0|A0A1M7NFX0_9BACT	GT-A	Branch(3-285)
tr|A0A1N6E8J7|A0A1N6E8J7_9RHOB	GT-A	Branch(33-241)
tr|A0A1N6EET3|A0A1N6EET3_9BACT	GT-A	Branch(3-252)
tr|A0A1N6G4W6|A0A1N6G4W6_9FLAO	GT-A	Branch(25-245)
tr|A0A1N6HH86|A0A1N6HH86_9RHOB	GT-A	Branch(2-249)
tr|A0A1N6ITM7|A0A1N6ITM7_9BRAD	GT-A	Branch(3-247)
tr|A0A1N6JF94|A0A1N6JF94_9RHOB	GT-A	Branch(33-241)
tr|A0A1N6JXT4|A0A1N6JXT4_9RHOB	GT-A	Branch(31-250)
tr|A0A1N7E8J4|A0A1N7E8J4_9RHOB	GT-A	Branch(31-250)
tr|A0A1N7HKA1|A0A1N7HKA1_9RHOB	GT-A	Branch(32-241)
tr|A0A1N7JMQ2|A0A1N7JMQ2_9RHOB	GT-A	Branch(4-241)
tr|A0A1N7JXK3|A0A1N7JXK3_9RHOB	GT-A	Branch(4-241)
tr|A0A1N7JY93|A0A1N7JY93_9RHOB	GT-A	Branch(31-250)
tr|A0A1N7KAM1|A0A1N7KAM1_9RHOB	GT-A	Branch(4-241)
tr|A0A1N7KP64|A0A1N7KP64_9RHOB	GT-A	Branch(4-241)
tr|A0A1N7KRP1|A0A1N7KRP1_9RHOB	GT-A	Branch(31-250)
tr|A0A1N7LJ83|A0A1N7LJ83_9FLAO	GT-A	Branch(25-247)
tr|A0A1N7NZS9|A0A1N7NZS9_9RHOB	GT-A	Branch(31-250)
tr|A0A1N7PI31|A0A1N7PI31_9RHOB	GT-A	Branch(35-250)
tr|A0A1N7PUJ9|A0A1N7PUJ9_9RHOB	GT-A	Branch(4-225)
tr|A0A1N7QEN4|A0A1N7QEN4_9RHOB	GT-A	Branch(31-250)
tr|A0A1P8USJ6|A0A1P8USJ6_9RHOB	GT-A	Branch(32-241)
tr|A0A1P8UTT6|A0A1P8UTT6_9RHOB	GT-A	Branch(31-250)
tr|A0A1Q2CHX0|A0A1Q2CHX0_9ACTN	GT-A	Branch(6-257)
tr|A0A1Q2D459|A0A1Q2D459_9ENTE	GT-A	Branch(9-255)
tr|A0A1Q3BN57|A0A1Q3BN57_CEPFO	GT-A	Branch(63-413)
tr|A0A1Q3BQG7|A0A1Q3BQG7_CEPFO	GT-A	Branch(64-319)
tr|A0A1Q3BWX9|A0A1Q3BWX9_CEPFO	GT-A	Branch(1-418)
tr|A0A1Q3CJJ6|A0A1Q3CJJ6_CEPFO	GT-A	Branch(83-325)
tr|A0A1Q3CKU4|A0A1Q3CKU4_CEPFO	GT-A	Branch(48-395)
tr|A0A1Q3D063|A0A1Q3D063_CEPFO	GT-A	Branch(101-338)
tr|A0A1Q3QKT0|A0A1Q3QKT0_9BACT	GT-A	Branch(25-249)
tr|A0A1Q3QM76|A0A1Q3QM76_9BACT	GT-A	Branch(12-253)
tr|A0A1Q3TNN4|A0A1Q3TNN4_9SPHI	GT-A	Branch(3-252)
tr|A0A1Q4CPF3|A0A1Q4CPF3_9RHOB	GT-A	Branch(32-241)
tr|A0A1Q4CVE2|A0A1Q4CVE2_9RHOB	GT-A	Branch(31-250)
tr|A0A1Q4DJ61|A0A1Q4DJ61_9PSEU	GT-A	Branch(249-314)
tr|A0A1Q5ZTL0|A0A1Q5ZTL0_9SPHI	GT-A	Branch(3-252)
tr|A0A1Q6A388|A0A1Q6A388_9SPHI	GT-A	Branch(4-249)
tr|A0A1Q6V218|A0A1Q6V218_9BACT	GT-A	Branch(31-250)
tr|A0A1Q9CBQ9|A0A1Q9CBQ9_SYMMI	GT-A	Branch(61-322)
tr|A0A1Q9CT44|A0A1Q9CT44_SYMMI	GT-A	Branch(529-763)
tr|A0A1Q9JF06|A0A1Q9JF06_9FIRM	GT-A	Branch(30-245)
tr|A0A1Q9MUM4|A0A1Q9MUM4_9ARCH	GT-A	Branch(10-207)
tr|A0A1Q9PW09|A0A1Q9PW09_9BACI	GT-A	Branch(35-247)
tr|A0A1R3GC33|A0A1R3GC33_COCAP	GT-A	Branch(1-422)
tr|A0A1R3GU99|A0A1R3GU99_COCAP	GT-A	Branch(93-327)
tr|A0A1R3H5A6|A0A1R3H5A6_9ROSI	GT-A	Branch(45-418)
tr|A0A1R3HBV7|A0A1R3HBV7_COCAP	GT-A	Branch(18-365)
tr|A0A1R3HSF1|A0A1R3HSF1_9ROSI	GT-A	Branch(1-429)
tr|A0A1R3HYJ4|A0A1R3HYJ4_COCAP	GT-A	Branch(88-333)
tr|A0A1R3I0Q1|A0A1R3I0Q1_COCAP	GT-A	Branch(45-419)
tr|A0A1R3I969|A0A1R3I969_COCAP	GT-A	Branch(1-414)
tr|A0A1R3IZV4|A0A1R3IZV4_9ROSI	GT-A	Branch(4-395)
tr|A0A1R3J1P6|A0A1R3J1P6_9ROSI	GT-A	Branch(18-365)
tr|A0A1R3J7P8|A0A1R3J7P8_9ROSI	GT-A	Branch(93-327)
tr|A0A1R3TH54|A0A1R3TH54_9RHIZ	GT-A	Branch(2-239)
tr|A0A1R3WJN9|A0A1R3WJN9_9RHOB	GT-A	Branch(33-241)
tr|A0A1R3X300|A0A1R3X300_9RHOB	GT-A	Branch(31-250)
tr|A0A1R4A497|A0A1R4A497_HALED	GT-A	Branch(3-227)
tr|A0A1S1QW85|A0A1S1QW85_9ACTN	GT-A	Branch(31-252)
tr|A0A1S2HVH9|A0A1S2HVH9_9MICO	GT-A	Branch(33-252)
tr|A0A1S2HYW6|A0A1S2HYW6_9MICO	GT-A	Branch(35-244)
tr|A0A1S2KXH4|A0A1S2KXH4_9BACI	GT-A	Branch(35-268)
tr|A0A1S2P9Q3|A0A1S2P9Q3_9ACTN	GT-A	Branch(1-215)
tr|A0A1S2XD04|A0A1S2XD04_CICAR	GT-A	Branch(80-330)
tr|A0A1S2XR54|A0A1S2XR54_CICAR	GT-A	Branch(4-400)
tr|A0A1S2XZG7|A0A1S2XZG7_CICAR	GT-A	Branch(48-396)
tr|A0A1S2Y1V3|A0A1S2Y1V3_CICAR	GT-A	Branch(65-312)
