tr|U6PXS4|U6PXS4_HAECO	Vps35|TMhelix|GT-A|TMhelix|TMhelix	Vps35(14-750)|TMhelix(840-862)|Glucosylceramide_synthase(880-1109)|TMhelix(1135-1157)|TMhelix(1177-1199)
tr|A0A2I2F5A5|A0A2I2F5A5_9EURO	TMhelix|GT-A|GT-A	TMhelix(25-47)|Glyco_tranf_GTA_type(69-384)|HpnI(26-528)
tr|A0A2J6PEN3|A0A2J6PEN3_9HELO	TMhelix|GT-A|GT-A	TMhelix(5-27)|Glyco_tranf_GTA_type(52-370)|BcsA(3-501)
tr|A0A2J6QTH8|A0A2J6QTH8_9HELO	TMhelix|GT-A|GT-A	TMhelix(5-27)|Glyco_tranf_GTA_type(52-370)|BcsA(3-501)
tr|A0A2J6TBR1|A0A2J6TBR1_9HELO	TMhelix|GT-A|GT-A	TMhelix(5-27)|Glyco_tranf_GTA_type(52-370)|BcsA(2-501)
tr|A7E897|A7E897_SCLS1	TMhelix|GT-A|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(56-371)|BcsA(9-504)
tr|C7YUK7|C7YUK7_NECH7	TMhelix|GT-A|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(51-360)|BcsA(4-507)
tr|F0XL14|F0XL14_GROCL	TMhelix|GT-A|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(53-353)|BcsA(7-503)
tr|F2UQ14|F2UQ14_SALR5	TMhelix|GT-A|GT-A	TMhelix(12-34)|Glyco_tranf_GTA_type(54-288)|HpnI(29-430)
tr|F9XIP1|F9XIP1_ZYMTI	TMhelix|GT-A|GT-A	TMhelix(21-43)|Glyco_tranf_GTA_type(66-368)|BcsA(26-513)
tr|G2Q9W1|G2Q9W1_MYCTT	TMhelix|GT-A|GT-A	TMhelix(12-34)|Glyco_tranf_GTA_type(59-364)|BcsA(7-499)
tr|G2Y6V4|G2Y6V4_BOTF4	TMhelix|GT-A|GT-A	TMhelix(5-27)|Glyco_tranf_GTA_type(54-369)|BcsA(7-502)
tr|I2JZE7|I2JZE7_DEKBR	TMhelix|GT-A|GT-A	TMhelix(13-35)|Glyco_tranf_GTA_type(62-347)|UDPGlcNAc_PPase(447-778)
tr|K1X382|K1X382_MARBU	TMhelix|GT-A|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(56-367)|BcsA(5-495)
tr|M1VV89|M1VV89_CLAP2	TMhelix|GT-A|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(51-366)|HpnI(7-511)
tr|M7SXT1|M7SXT1_EUTLA	TMhelix|GT-A|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(52-368)|HpnI(10-511)
tr|M7TMV8|M7TMV8_BOTF1	TMhelix|GT-A|GT-A	TMhelix(5-27)|Glyco_tranf_GTA_type(54-369)|BcsA(7-502)
tr|R0K781|R0K781_SETT2	TMhelix|GT-A|GT-A	TMhelix(21-43)|Glyco_tranf_GTA_type(65-392)|BcsA(36-547)
tr|S3D896|S3D896_GLAL2	TMhelix|GT-A|GT-A	TMhelix(31-53)|Glyco_tranf_GTA_type(78-398)|BcsA(40-530)
tr|T0KBL8|T0KBL8_COLGC	TMhelix|GT-A|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(50-360)|BcsA(16-505)
tr|W9CE53|W9CE53_9HELO	TMhelix|GT-A|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(54-369)|BcsA(5-502)
tr|A0A2A2KAJ3|A0A2A2KAJ3_9BILA	TMhelix|GT-A|Frataxin|SH2|SH2|PTP_DSP_cys	TMhelix(55-77)|Glucosylceramide_synthase(100-329)|Frataxin(472-547)|SH2(594-690)|SH2(709-808)|PTP_DSP_cys(859-1049)
sp|G4MS28|CEGT_MAGO7	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(52-334)
sp|G5EC84|CGT2_CAEEL	TMhelix|GT-A	TMhelix(57-79)|Glucosylceramide_synthase(98-329)
tr|A0A016SUZ1|A0A016SUZ1_9BILA	TMhelix|GT-A	TMhelix(31-53)|Glucosylceramide_synthase(73-301)
tr|A0A044QX24|A0A044QX24_ONCVO	TMhelix|GT-A	TMhelix(15-37)|Glucosylceramide_synthase(56-285)
tr|A0A072TE38|A0A072TE38_MEDTR	TMhelix|GT-A	TMhelix(140-162)|HpnI(142-430)
tr|A0A085TYR1|A0A085TYR1_9RHOB	TMhelix|GT-A	TMhelix(7-29)|Glucosylceramide_synthase(42-271)
tr|A0A095W780|A0A095W780_9RHIZ	TMhelix|GT-A	TMhelix(4-23)|Glyco_tranf_GTA_type(41-270)
tr|A0A0C1ZDE6|A0A0C1ZDE6_9BURK	TMhelix|GT-A	TMhelix(7-29)|HpnI(11-401)
tr|A0A0D1DUE7|A0A0D1DUE7_USTMA	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(84-404)
tr|A0A0D6N058|A0A0D6N058_9PROT	TMhelix|GT-A	TMhelix(7-29)|HpnI(18-374)
tr|A0A0D6NJV2|A0A0D6NJV2_9PROT	TMhelix|GT-A	TMhelix(7-29)|HpnI(7-374)
tr|A0A0E9MR29|A0A0E9MR29_9SPHN	TMhelix|GT-A	TMhelix(7-29)|HpnI(45-380)
tr|A0A0J6R0F2|A0A0J6R0F2_9RHIZ	TMhelix|GT-A	TMhelix(7-29)|HpnI(3-381)
tr|A0A0J6T9M7|A0A0J6T9M7_9RHIZ	TMhelix|GT-A	TMhelix(5-27)|HpnI(3-381)
tr|A0A0J6VWQ5|A0A0J6VWQ5_9RHIZ	TMhelix|GT-A	TMhelix(5-27)|HpnI(3-381)
tr|A0A0K3CDZ4|A0A0K3CDZ4_RHOTO	TMhelix|GT-A	TMhelix(5-27)|Glucosylceramide_synthase(52-299)
tr|A0A0L0VT04|A0A0L0VT04_9BASI	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(74-373)
tr|A0A0Q4ZFG1|A0A0Q4ZFG1_9RHIZ	TMhelix|GT-A	TMhelix(5-27)|HpnI(3-379)
tr|A0A0Q6BXP6|A0A0Q6BXP6_9RHIZ	TMhelix|GT-A	TMhelix(9-31)|HpnI(9-385)
tr|A0A0U5G3X4|A0A0U5G3X4_9EURO	TMhelix|GT-A	TMhelix(26-48)|Glyco_tranf_GTA_type(70-315)
tr|A0A103EE56|A0A103EE56_9BURK	TMhelix|GT-A	TMhelix(36-58)|HpnI(51-412)
tr|A0A125Q7E0|A0A125Q7E0_9RHIZ	TMhelix|GT-A	TMhelix(2-24)|Glyco_tranf_GTA_type(40-269)
tr|A0A137QEK5|A0A137QEK5_9AGAR	TMhelix|GT-A	TMhelix(15-37)|Glucosylceramide_synthase(58-321)
tr|A0A163LMU6|A0A163LMU6_DIDRA	TMhelix|GT-A	TMhelix(19-41)|Glyco_tranf_GTA_type(66-390)
tr|A0A167L907|A0A167L907_PHYB8	TMhelix|GT-A	TMhelix(5-24)|Glucosylceramide_synthase(42-262)
tr|A0A177CC86|A0A177CC86_9PLEO	TMhelix|GT-A	TMhelix(21-43)|Glyco_tranf_GTA_type(65-390)
tr|A0A177V4V9|A0A177V4V9_9BASI	TMhelix|GT-A	TMhelix(5-27)|Glyco_tranf_GTA_type(57-247)
tr|A0A177VSV9|A0A177VSV9_9BASI	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(61-251)
tr|A0A178B3B9|A0A178B3B9_9PLEO	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(51-377)
tr|A0A179GIA6|A0A179GIA6_9HYPO	TMhelix|GT-A	TMhelix(5-27)|Glyco_tranf_GTA_type(51-364)
tr|A0A180GSN7|A0A180GSN7_PUCT1	TMhelix|GT-A	TMhelix(7-29)|Glucosylceramide_synthase(72-371)
tr|A0A182S707|A0A182S707_9DIPT	TMhelix|GT-A	TMhelix(5-27)|Glucosylceramide_synthase(52-281)
tr|A0A1A0HGG9|A0A1A0HGG9_9ASCO	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(76-363)
tr|A0A1B9IS19|A0A1B9IS19_9TREE	TMhelix|GT-A	TMhelix(7-29)|Glucosylceramide_synthase(59-316)
tr|A0A1C7NS22|A0A1C7NS22_9FUNG	TMhelix|GT-A	TMhelix(7-29)|Glucosylceramide_synthase(50-281)
tr|A0A1C7NXQ9|A0A1C7NXQ9_9RHIZ	TMhelix|GT-A	TMhelix(2-24)|Glyco_tranf_GTA_type(41-270)
tr|A0A1D1UEU0|A0A1D1UEU0_RAMVA	TMhelix|GT-A	TMhelix(7-29)|Glucosylceramide_synthase(119-376)
tr|A0A1E3HWZ5|A0A1E3HWZ5_9TREE	TMhelix|GT-A	TMhelix(4-26)|Glucosylceramide_synthase(51-329)
tr|A0A1E3NI06|A0A1E3NI06_9ASCO	TMhelix|GT-A	TMhelix(34-56)|Glyco_tranf_GTA_type(74-345)
tr|A0A1E3PAP9|A0A1E3PAP9_WICAO	TMhelix|GT-A	TMhelix(49-71)|Glucosylceramide_synthase(102-398)
tr|A0A1E4SQA2|A0A1E4SQA2_9ASCO	TMhelix|GT-A	TMhelix(15-34)|Glyco_tranf_GTA_type(48-397)
tr|A0A1F9YSH7|A0A1F9YSH7_9BACT	TMhelix|GT-A	TMhelix(13-35)|HpnI(10-385)
tr|A0A1G4JRF0|A0A1G4JRF0_9SACH	TMhelix|GT-A	TMhelix(68-90)|Glyco_tranf_GTA_type(107-429)
tr|A0A1I6N0H8|A0A1I6N0H8_9BACT	TMhelix|GT-A	TMhelix(7-29)|HpnI(11-391)
tr|A0A1I8AVW7|A0A1I8AVW7_9BILA	TMhelix|GT-A	TMhelix(45-67)|Glucosylceramide_synthase(86-314)
tr|A0A1I8CYH0|A0A1I8CYH0_9BILA	TMhelix|GT-A	TMhelix(213-235)|Glucosylceramide_synthase(256-484)
tr|A0A1I8HQ47|A0A1I8HQ47_9PLAT	TMhelix|GT-A	TMhelix(13-35)|Glyco_tranf_GTA_type(62-295)
tr|A0A1J0A945|A0A1J0A945_9CYAN	TMhelix|GT-A	TMhelix(5-27)|HpnI(9-380)
tr|A0A1L7XYM0|A0A1L7XYM0_9HELO	TMhelix|GT-A	TMhelix(5-27)|Glyco_tranf_GTA_type(52-370)
tr|A0A1M2V557|A0A1M2V557_TRAPU	TMhelix|GT-A	TMhelix(13-35)|Glyco_tranf_GTA_type(37-289)
tr|A0A1N7RVU7|A0A1N7RVU7_9BURK	TMhelix|GT-A	TMhelix(12-34)|HpnI(6-405)
tr|A0A1Q3EB39|A0A1Q3EB39_LENED	TMhelix|GT-A	TMhelix(15-37)|Glucosylceramide_synthase(61-316)
tr|A0A1Q3QSM5|A0A1Q3QSM5_9BACT	TMhelix|GT-A	TMhelix(7-29)|HpnI(5-390)
tr|A0A1Q6YC86|A0A1Q6YC86_9BACT	TMhelix|GT-A	TMhelix(30-52)|HpnI(31-399)
tr|A0A1Q7KTW0|A0A1Q7KTW0_9BACT	TMhelix|GT-A	TMhelix(12-34)|HpnI(13-383)
tr|A0A1U9KTL2|A0A1U9KTL2_9PROT	TMhelix|GT-A	TMhelix(7-29)|HpnI(24-382)
tr|A0A1V1TEV5|A0A1V1TEV5_9FUNG	TMhelix|GT-A	TMhelix(5-27)|Glyco_tranf_GTA_type(52-364)
tr|A0A1V2LCX0|A0A1V2LCX0_CYBFA	TMhelix|GT-A	TMhelix(53-75)|Glyco_tranf_GTA_type(106-393)
tr|A0A1V4KXK4|A0A1V4KXK4_PATFA	TMhelix|GT-A	TMhelix(5-27)|Glucosylceramide_synthase(51-280)
tr|A0A1W5D435|A0A1W5D435_9LECA	TMhelix|GT-A	TMhelix(10-32)|Glyco_tranf_GTA_type(59-390)
tr|A0A1Y2EV49|A0A1Y2EV49_9ASCO	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(56-298)
tr|A0A1Y2HWS8|A0A1Y2HWS8_9FUNG	TMhelix|GT-A	TMhelix(7-29)|Glucosylceramide_synthase(52-285)
tr|A0A239L431|A0A239L431_9BACT	TMhelix|GT-A	TMhelix(7-29)|HpnI(11-393)
tr|A0A248K3N4|A0A248K3N4_9PROT	TMhelix|GT-A	TMhelix(4-26)|Glyco_transf_21(113-276)
tr|A0A257VM16|A0A257VM16_9BACT	TMhelix|GT-A	TMhelix(2-24)|HpnI(2-373)
tr|A0A2A2L9Z6|A0A2A2L9Z6_9BILA	TMhelix|GT-A	TMhelix(70-92)|Glucosylceramide_synthase(108-337)
tr|A0A2A4JGG7|A0A2A4JGG7_HELVI	TMhelix|GT-A	TMhelix(5-27)|Glucosylceramide_synthase(51-270)
tr|A0A2C5ZLL0|A0A2C5ZLL0_9HYPO	TMhelix|GT-A	TMhelix(9-31)|Glyco_tranf_GTA_type(51-337)
tr|A0A2G8KUP2|A0A2G8KUP2_STIJA	TMhelix|GT-A	TMhelix(13-35)|Glucosylceramide_synthase(57-281)
tr|A0A2G9WRH4|A0A2G9WRH4_9RHIZ	TMhelix|GT-A	TMhelix(5-27)|Glucosylceramide_synthase(40-269)
tr|A0A2H1A7P5|A0A2H1A7P5_CANAR	TMhelix|GT-A	TMhelix(11-33)|Glucosylceramide_synthase(47-330)
tr|A0A2H3J5B5|A0A2H3J5B5_WOLCO	TMhelix|GT-A	TMhelix(15-34)|Glucosylceramide_synthase(58-314)
tr|A0A2H6JE90|A0A2H6JE90_9BACT	TMhelix|GT-A	TMhelix(7-29)|HpnI(26-377)
tr|A0A2I0G1I9|A0A2I0G1I9_9GAMM	TMhelix|GT-A	TMhelix(7-26)|Glucosylceramide_synthase(42-271)
tr|A0A2K3Q0L0|A0A2K3Q0L0_9HYPO	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(51-355)
tr|A0A2N5T2D2|A0A2N5T2D2_9BASI	TMhelix|GT-A	TMhelix(7-29)|Glucosylceramide_synthase(73-371)
tr|A0A2N5W2K9|A0A2N5W2K9_9BASI	TMhelix|GT-A	TMhelix(7-29)|Glucosylceramide_synthase(73-371)
tr|A0A2N8M914|A0A2N8M914_9RHIZ	TMhelix|GT-A	TMhelix(13-35)|Glyco_tranf_GTA_type(49-277)
tr|A0A2N8MAJ1|A0A2N8MAJ1_9RHIZ	TMhelix|GT-A	TMhelix(2-24)|HpnI(3-382)
tr|A5E414|A5E414_LODEL	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(95-452)
tr|B4KMV8|B4KMV8_DROMO	TMhelix|GT-A	TMhelix(7-29)|Glucosylceramide_synthase(52-281)
tr|B9M6X9|B9M6X9_GEODF	TMhelix|GT-A	TMhelix(2-24)|HpnI(16-377)
tr|C3ZW06|C3ZW06_BRAFL	TMhelix|GT-A	TMhelix(9-31)|Glucosylceramide_synthase(50-279)
tr|C4Y272|C4Y272_CLAL4	TMhelix|GT-A	TMhelix(12-34)|Glucosylceramide_synthase(47-334)
tr|E3I1I9|E3I1I9_RHOVT	TMhelix|GT-A	TMhelix(30-52)|Glucosylceramide_synthase(69-298)
tr|E8R0Y0|E8R0Y0_ISOPI	TMhelix|GT-A	TMhelix(7-29)|HpnI(6-378)
tr|F0GFU0|F0GFU0_9BURK	TMhelix|GT-A	TMhelix(13-35)|HpnI(12-344)
tr|F1QNT4|F1QNT4_DANRE	TMhelix|GT-A	TMhelix(56-78)|Glucosylceramide_synthase(97-325)
tr|F8JIH7|F8JIH7_HYPSM	TMhelix|GT-A	TMhelix(5-27)|HpnI(7-377)
tr|F8PGP7|F8PGP7_SERL3	TMhelix|GT-A	TMhelix(10-32)|Glyco_tranf_GTA_type(57-307)
tr|G1MHX1|G1MHX1_AILME	TMhelix|GT-A	TMhelix(12-34)|Glucosylceramide_synthase(61-291)
tr|G2QVN6|G2QVN6_THITE	TMhelix|GT-A	TMhelix(12-34)|Glyco_tranf_GTA_type(59-378)
tr|G2XGT3|G2XGT3_VERDV	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(55-369)
tr|G3ASX2|G3ASX2_SPAPN	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(57-414)
tr|G3BCA3|G3BCA3_CANTC	TMhelix|GT-A	TMhelix(5-27)|Glyco_tranf_GTA_type(48-349)
tr|G3HPJ5|G3HPJ5_CRIGR	TMhelix|GT-A	TMhelix(5-27)|Glucosylceramide_synthase(41-236)
tr|G3PRZ6|G3PRZ6_GASAC	TMhelix|GT-A	TMhelix(10-32)|Glucosylceramide_synthase(53-281)
tr|G8BI64|G8BI64_CANPC	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(73-423)
tr|G8NPK2|G8NPK2_GRAMM	TMhelix|GT-A	TMhelix(7-29)|HpnI(5-388)
tr|H6QRT2|H6QRT2_PUCGT	TMhelix|GT-A	TMhelix(53-75)|Glucosylceramide_synthase(116-415)
tr|I2FNV0|I2FNV0_USTH4	TMhelix|GT-A	TMhelix(13-35)|Glyco_tranf_GTA_type(87-284)
tr|I3K3S8|I3K3S8_ORENI	TMhelix|GT-A	TMhelix(10-32)|Glucosylceramide_synthase(53-281)
tr|J3NXU2|J3NXU2_GAGT3	TMhelix|GT-A	TMhelix(7-26)|Glyco_tranf_GTA_type(52-344)
tr|J7QFZ4|J7QFZ4_METSZ	TMhelix|GT-A	TMhelix(2-24)|Glucosylceramide_synthase(43-272)
tr|J9BBI6|J9BBI6_WUCBA	TMhelix|GT-A	TMhelix(5-27)|Glyco_tranf_GTA_type(43-259)
tr|N0B160|N0B160_9RHIZ	TMhelix|GT-A	TMhelix(31-53)|HpnI(54-398)
tr|Q5KCU5|Q5KCU5_CRYNJ	TMhelix|GT-A	TMhelix(7-29)|Glucosylceramide_synthase(55-331)
tr|Q6BRA0|Q6BRA0_DEBHA	TMhelix|GT-A	TMhelix(13-35)|Glucosylceramide_synthase(55-370)
tr|R1C6J7|R1C6J7_EMIHU	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(55-289)
tr|R1GSH1|R1GSH1_BOTPV	TMhelix|GT-A	TMhelix(36-58)|Glyco_tranf_GTA_type(77-393)
tr|R8BNP6|R8BNP6_TOGMI	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(55-367)
tr|S3C6H6|S3C6H6_OPHP1	TMhelix|GT-A	TMhelix(12-34)|Glyco_tranf_GTA_type(68-352)
tr|W6MLS1|W6MLS1_9ASCO	TMhelix|GT-A	TMhelix(10-32)|Glyco_tranf_GTA_type(56-344)
tr|K2QCD9|K2QCD9_9RHIZ	TMhelix|glyc2_xrt_Gpos1|GT-A|TMhelix|TMhelix	TMhelix(5-27)|glyc2_xrt_Gpos1(1-72)|Glucosylceramide_synthase(40-269)|TMhelix(273-295)|TMhelix(299-321)
tr|C5M2F3|C5M2F3_CANTT	TMhelix|3a01205|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(23-45)|3a01205(27-56)|Glyco_tranf_GTA_type(74-421)|TMhelix(426-448)|TMhelix(463-482)|TMhelix(511-533)
tr|G7DU82|G7DU82_MIXOS	Ribosomal_S14|GT-A|GT-A	Ribosomal_S14(60-105)|Glucosylceramide_synthase(164-405)|HpnI(119-534)
tr|A0A1I8IWC4|A0A1I8IWC4_9PLAT	PRP11|GT-A|AAT_I	PRP11(29-198)|Glyco_tranf_GTA_type(381-606)|AAT_I(989-1168)
tr|K2RVS5|K2RVS5_MACPH	pepsin_retropepsin_like|TMhelix|TMhelix|GT-A|TMhelix	pepsin_retropepsin_like(49-381)|TMhelix(422-444)|TMhelix(514-536)|Glyco_tranf_GTA_type(560-866)|TMhelix(909-931)
tr|A0A225B9S7|A0A225B9S7_9EURO	NPCC|Hid1|HAT_KAT11|GT-A|GT-A	NPCC(18-143)|Hid1(245-1084)|HAT_KAT11(1178-1533)|Glyco_tranf_GTA_type(1817-2133)|HpnI(1775-2275)
tr|A0A1L9PZM3|A0A1L9PZM3_ASPVE	HAT_KAT11|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	HAT_KAT11(8-345)|TMhelix(502-524)|Glyco_tranf_GTA_type(546-856)|TMhelix(858-880)|TMhelix(908-930)|TMhelix(964-986)
tr|B8M9N2|B8M9N2_TALSN	HAT_KAT11|TMhelix|GT-A|GT-A|TMhelix|TMhelix	HAT_KAT11(6-399)|TMhelix(617-639)|Glyco_tranf_GTA_type(658-969)|BcsA(613-1120)|TMhelix(1021-1040)|TMhelix(1073-1095)
tr|A0A062XXD7|A0A062XXD7_9BACT	GT-A|TMhelix|TMhelix|TMhelix	Glucosylceramide_synthase(40-271)|TMhelix(275-297)|TMhelix(302-324)|TMhelix(331-353)
tr|A0A098G923|A0A098G923_9GAMM	GT-A|TMhelix|TMhelix|TMhelix	HpnI(4-373)|TMhelix(273-295)|TMhelix(300-322)|TMhelix(342-364)
tr|A0A0B6X0C0|A0A0B6X0C0_9BACT	GT-A|TMhelix|TMhelix|TMhelix	Glyco_tranf_GTA_type(42-291)|TMhelix(295-317)|TMhelix(324-346)|TMhelix(361-383)
tr|A0A0C1XJZ5|A0A0C1XJZ5_9CYAN	GT-A|TMhelix|TMhelix|TMhelix	BcsA(6-401)|TMhelix(280-302)|TMhelix(309-331)|TMhelix(351-373)
tr|A0A0C2LJP3|A0A0C2LJP3_9CYAN	GT-A|TMhelix|TMhelix|TMhelix	HpnI(10-378)|TMhelix(274-296)|TMhelix(303-325)|TMhelix(340-362)
tr|A0A0D6YDG0|A0A0D6YDG0_MASLA	GT-A|TMhelix|TMhelix|TMhelix	HpnI(8-361)|TMhelix(275-297)|TMhelix(301-323)|TMhelix(336-358)
tr|A0A0F6W9M0|A0A0F6W9M0_9DELT	GT-A|TMhelix|TMhelix|TMhelix	Glyco_tranf_GTA_type(38-272)|TMhelix(282-304)|TMhelix(311-328)|TMhelix(343-365)
tr|A0A0M0SLZ8|A0A0M0SLZ8_9CYAN	GT-A|TMhelix|TMhelix|TMhelix	BcsA(1-271)|TMhelix(274-296)|TMhelix(309-331)|TMhelix(346-368)
tr|A0A0P4V0M4|A0A0P4V0M4_9CYAN	GT-A|TMhelix|TMhelix|TMhelix	HpnI(4-367)|TMhelix(267-289)|TMhelix(310-329)|TMhelix(334-351)
tr|A0A0P9FFY8|A0A0P9FFY8_9CHLR	GT-A|TMhelix|TMhelix|TMhelix	HpnI(11-381)|TMhelix(295-317)|TMhelix(324-346)|TMhelix(356-375)
tr|A0A0Q8C3E4|A0A0Q8C3E4_9RHIZ	GT-A|TMhelix|TMhelix|TMhelix	Glucosylceramide_synthase(41-270)|TMhelix(278-300)|TMhelix(307-326)|TMhelix(341-363)
tr|A0A0S3PDK1|A0A0S3PDK1_9NOSO	GT-A|TMhelix|TMhelix|TMhelix	HpnI(3-374)|TMhelix(274-296)|TMhelix(303-325)|TMhelix(335-357)
tr|A0A142X495|A0A142X495_9PLAN	GT-A|TMhelix|TMhelix|TMhelix	BcsA(2-297)|TMhelix(282-304)|TMhelix(319-341)|TMhelix(354-376)
tr|A0A162JQR1|A0A162JQR1_9HYPO	GT-A|TMhelix|TMhelix|TMhelix	Glyco_tranf_GTA_type(51-354)|TMhelix(323-345)|TMhelix(366-387)|TMhelix(397-419)
tr|A0A168D720|A0A168D720_9HYPO	GT-A|TMhelix|TMhelix|TMhelix	Glyco_tranf_GTA_type(51-364)|TMhelix(333-355)|TMhelix(368-390)|TMhelix(405-424)
tr|A0A177WYF1|A0A177WYF1_BATDE	GT-A|TMhelix|TMhelix|TMhelix	Glucosylceramide_synthase(31-261)|TMhelix(264-286)|TMhelix(296-318)|TMhelix(331-353)
tr|A0A1E5QPD1|A0A1E5QPD1_9CYAN	GT-A|TMhelix|TMhelix|TMhelix	HpnI(5-367)|TMhelix(270-292)|TMhelix(294-316)|TMhelix(326-348)
tr|A0A1G6EN97|A0A1G6EN97_9DELT	GT-A|TMhelix|TMhelix|TMhelix	Glyco_tranf_GTA_type(43-268)|TMhelix(287-309)|TMhelix(314-336)|TMhelix(357-378)
tr|A0A1I3K4L3|A0A1I3K4L3_9BRAD	GT-A|TMhelix|TMhelix|TMhelix	Glucosylceramide_synthase(43-272)|TMhelix(279-301)|TMhelix(311-333)|TMhelix(340-362)
tr|A0A1I8IDR5|A0A1I8IDR5_9PLAT	GT-A|TMhelix|TMhelix|TMhelix	Glyco_tranf_GTA_type(13-235)|TMhelix(242-264)|TMhelix(269-291)|TMhelix(306-328)
tr|A0A1L6LPB7|A0A1L6LPB7_9DELT	GT-A|TMhelix|TMhelix|TMhelix	HpnI(1-385)|TMhelix(285-307)|TMhelix(314-336)|TMhelix(346-365)
tr|A0A1Q3D8U3|A0A1Q3D8U3_CEPFO	GT-A|TMhelix|TMhelix|TMhelix	Glyco_tranf_GTA_type(84-315)|TMhelix(342-364)|TMhelix(379-401)|TMhelix(422-444)
tr|A0A1Q4S4M6|A0A1Q4S4M6_9CYAN	GT-A|TMhelix|TMhelix|TMhelix	HpnI(12-379)|TMhelix(278-300)|TMhelix(304-326)|TMhelix(338-360)
tr|A0A1R1PNK7|A0A1R1PNK7_ZANCU	GT-A|TMhelix|TMhelix|TMhelix	Glyco_transf_21(4-133)|TMhelix(166-188)|TMhelix(203-220)|TMhelix(241-263)
tr|A0A1W9T393|A0A1W9T393_9BACT	GT-A|TMhelix|TMhelix|TMhelix	BcsA(3-375)|TMhelix(284-306)|TMhelix(313-335)|TMhelix(360-382)
tr|A0A1Z4GU76|A0A1Z4GU76_9CYAN	GT-A|TMhelix|TMhelix|TMhelix	HpnI(22-377)|TMhelix(277-299)|TMhelix(304-326)|TMhelix(346-363)
tr|A0A1Z4SA98|A0A1Z4SA98_9NOSO	GT-A|TMhelix|TMhelix|TMhelix	HpnI(21-378)|TMhelix(274-296)|TMhelix(303-325)|TMhelix(335-357)
tr|A0A252DQN5|A0A252DQN5_9NOSO	GT-A|TMhelix|TMhelix|TMhelix	HpnI(21-377)|TMhelix(277-299)|TMhelix(303-325)|TMhelix(345-362)
tr|A0A2A2RLB3|A0A2A2RLB3_9BACT	GT-A|TMhelix|TMhelix|TMhelix	HpnI(24-393)|TMhelix(283-305)|TMhelix(312-334)|TMhelix(361-378)
tr|A0A2D2Q2N4|A0A2D2Q2N4_SYNLI	GT-A|TMhelix|TMhelix|TMhelix	HpnI(22-381)|TMhelix(286-308)|TMhelix(321-343)|TMhelix(348-365)
tr|A0A2H3KXR4|A0A2H3KXR4_9CHLR	GT-A|TMhelix|TMhelix|TMhelix	HpnI(17-385)|TMhelix(286-308)|TMhelix(315-332)|TMhelix(347-366)
tr|A0A2H3L235|A0A2H3L235_9CHLR	GT-A|TMhelix|TMhelix|TMhelix	HpnI(8-387)|TMhelix(289-311)|TMhelix(318-340)|TMhelix(350-369)
tr|A0A2H5VXS8|A0A2H5VXS8_9BACT	GT-A|TMhelix|TMhelix|TMhelix	HpnI(32-394)|TMhelix(279-301)|TMhelix(316-333)|TMhelix(354-376)
tr|A0A2I1CHX3|A0A2I1CHX3_9EURO	GT-A|TMhelix|TMhelix|TMhelix	Glyco_tranf_GTA_type(19-337)|TMhelix(339-361)|TMhelix(381-403)|TMhelix(442-464)
tr|A0A2K0WRQ0|A0A2K0WRQ0_GIBNY	GT-A|TMhelix|TMhelix|TMhelix	Glyco_tranf_GTA_type(49-358)|TMhelix(370-392)|TMhelix(397-419)|TMhelix(458-480)
tr|A0A2N9MDG3|A0A2N9MDG3_9BACT	GT-A|TMhelix|TMhelix|TMhelix	HpnI(25-365)|TMhelix(272-294)|TMhelix(299-318)|TMhelix(325-347)
tr|A6CDF0|A6CDF0_9PLAN	GT-A|TMhelix|TMhelix|TMhelix	BcsA(2-376)|TMhelix(267-289)|TMhelix(299-321)|TMhelix(341-363)
