tr|A0A2P6TT09|A0A2P6TT09_CHLSO	WD40|WD40|GH43_62_32_68_117_130|GH43_62_32_68_117_130|TMhelix|TMhelix|GT-A	WD40(14-197)|WD40(8-418)|GH43_62_32_68_117_130(771-941)|GH43_62_32_68_117_130(1156-1349)|TMhelix(1435-1452)|TMhelix(1542-1564)|Glyco_transf_64(1581-1822)
tr|B4H725|B4H725_DROPE	Exotosin|GT-A	Exostosin(59-231)|Glyco_transf_64(394-632)
tr|B4HRE3|B4HRE3_DROSE	Exotosin|GT-A	Exostosin(102-393)|Glyco_transf_64(477-737)
tr|B4J616|B4J616_DROGR	Exotosin|GT-A	Exostosin(33-311)|Glyco_transf_64(386-627)
tr|B4QFV3|B4QFV3_DROSI	Exotosin|GT-A	Exostosin(102-393)|Glyco_transf_64(477-737)
tr|B7QCU1|B7QCU1_IXOSC	Exotosin|GT-A	Exostosin(39-297)|Glyco_transf_64(425-662)
tr|C0H8V7|C0H8V7_SALSA	Exotosin|GT-A	Exostosin(106-391)|Glyco_transf_64(475-738)
tr|C3Y744|C3Y744_BRAFL	Exotosin|GT-A	Exostosin(14-259)|Glyco_transf_64(333-574)
tr|D3ZLU1|D3ZLU1_RAT	Exotosin|GT-A	Exostosin(108-329)|Glyco_transf_64(413-649)
tr|E0VUU1|E0VUU1_PEDHC	Exotosin|GT-A	Exostosin(90-383)|Glyco_transf_64(468-700)
tr|E2AJC3|E2AJC3_CAMFO	Exotosin|GT-A	Exostosin(88-370)|Glyco_transf_64(450-688)
tr|E2AJW5|E2AJW5_CAMFO	Exotosin|GT-A	Exostosin(30-228)|Glyco_transf_64(301-542)
tr|E2B382|E2B382_HARSA	Exotosin|GT-A	Exostosin(12-259)|Glyco_transf_64(332-573)
tr|E2BZD3|E2BZD3_HARSA	Exotosin|GT-A	Exostosin(88-370)|Glyco_transf_64(450-688)
tr|E2RN67|E2RN67_CANLF	Exotosin|GT-A	Exostosin(113-334)|Glyco_transf_64(418-651)
tr|E4XM16|E4XM16_OIKDI	Exotosin|GT-A	Exostosin(11-302)|Glyco_transf_64(386-640)
tr|E5S1B1|E5S1B1_TRISP	Exotosin|GT-A	Exostosin(256-421)|Glyco_transf_64(585-822)
tr|E9GMR7|E9GMR7_DAPPU	Exotosin|GT-A	Exostosin(90-375)|Glyco_transf_64(453-706)
tr|E9IMK5|E9IMK5_SOLIN	Exotosin|GT-A	Exostosin(88-370)|Glyco_transf_64(450-688)
tr|E9IV14|E9IV14_SOLIN	Exotosin|GT-A	Exostosin(65-341)|Glyco_transf_64(414-655)
tr|F4W6H0|F4W6H0_ACREC	Exotosin|GT-A	Exostosin(3-259)|Glyco_transf_64(332-573)
tr|F4X6R0|F4X6R0_ACREC	Exotosin|GT-A	Exostosin(88-370)|Glyco_transf_64(450-688)
tr|F6REL4|F6REL4_ORNAN	Exotosin|GT-A	Exostosin(1-76)|Glyco_transf_64(160-405)
tr|F6UQF2|F6UQF2_MONDO	Exotosin|GT-A	Exostosin(96-329)|Glyco_transf_64(413-642)
tr|F6W2J8|F6W2J8_XENTR	Exotosin|GT-A	Exostosin(8-294)|Glyco_transf_64(378-623)
tr|F7ARJ9|F7ARJ9_HORSE	Exotosin|GT-A	Exostosin(93-333)|Glyco_transf_64(417-654)
tr|F7GA24|F7GA24_MONDO	Exotosin|GT-A	Exostosin(15-299)|Glyco_transf_64(375-612)
tr|G0MKZ3|G0MKZ3_CAEBE	Exotosin|GT-A	Exostosin(221-286)|Glyco_transf_64(451-685)
tr|G1L756|G1L756_AILME	Exotosin|GT-A	Exostosin(2-77)|Glyco_transf_64(161-406)
tr|G1LUY5|G1LUY5_AILME	Exotosin|GT-A	Exostosin(105-356)|Glyco_transf_64(440-673)
tr|G1MUS2|G1MUS2_MELGA	Exotosin|GT-A	Exostosin(100-384)|Glyco_transf_64(470-713)
tr|G1NIQ2|G1NIQ2_MELGA	Exotosin|GT-A	Exostosin(1-76)|Glyco_transf_64(160-364)
tr|G1PSS0|G1PSS0_MYOLU	Exotosin|GT-A	Exostosin(108-330)|Glyco_transf_64(414-645)
tr|G1RD40|G1RD40_NOMLE	Exotosin|GT-A	Exostosin(50-293)|Glyco_transf_64(377-613)
tr|G1SRW5|G1SRW5_RABIT	Exotosin|GT-A	Exostosin(92-330)|Glyco_transf_64(414-650)
tr|G1T8X8|G1T8X8_RABIT	Exotosin|GT-A	Exostosin(1-76)|Glyco_transf_64(160-405)
tr|G1T987|G1T987_RABIT	Exotosin|GT-A	Exostosin(27-337)|Glyco_transf_64(500-737)
tr|G3HA86|G3HA86_CRIGR	Exotosin|GT-A	Exostosin(1-38)|Glyco_transf_64(122-367)
tr|G3I3E6|G3I3E6_CRIGR	Exotosin|GT-A	Exostosin(108-283)|Glyco_transf_64(375-610)
tr|G3NSG9|G3NSG9_GASAC	Exotosin|GT-A	Exostosin(108-392)|Glyco_transf_64(476-741)
tr|G3RJV1|G3RJV1_GORGO	Exotosin|GT-A	Exostosin(92-335)|Glyco_transf_64(419-655)
tr|G3SQG1|G3SQG1_LOXAF	Exotosin|GT-A	Exostosin(95-333)|Glyco_transf_64(417-654)
tr|G3W0D2|G3W0D2_SARHA	Exotosin|GT-A	Exostosin(100-335)|Glyco_transf_64(419-654)
tr|G3W8G7|G3W8G7_SARHA	Exotosin|GT-A	Exostosin(1-76)|Glyco_transf_64(160-405)
tr|G5AT89|G5AT89_HETGA	Exotosin|GT-A	Exostosin(1-76)|Glyco_transf_64(160-405)
tr|G5AUQ2|G5AUQ2_HETGA	Exotosin|GT-A	Exostosin(109-333)|Glyco_transf_64(417-653)
tr|G7NVX8|G7NVX8_MACFA	Exotosin|GT-A	Exostosin(91-334)|Glyco_transf_64(418-654)
tr|G7YB52|G7YB52_CLOSI	Exotosin|GT-A	Exostosin(108-423)|Glyco_transf_64(526-754)
tr|G8F271|G8F271_MACFA	Exotosin|GT-A	Exostosin(6-81)|Glyco_transf_64(165-410)
tr|H0UV16|H0UV16_CAVPO	Exotosin|GT-A	Exostosin(110-333)|Glyco_transf_64(417-653)
tr|H0WGQ6|H0WGQ6_OTOGA	Exotosin|GT-A	Exostosin(91-337)|Glyco_transf_64(421-657)
tr|H0ZQ17|H0ZQ17_TAEGU	Exotosin|GT-A	Exostosin(105-391)|Glyco_transf_64(475-720)
tr|H2L8H0|H2L8H0_ORYLA	Exotosin|GT-A	Exostosin(1-76)|Glyco_transf_64(160-405)
tr|H2LLT6|H2LLT6_ORYLA	Exotosin|GT-A	Exostosin(106-391)|Glyco_transf_64(475-720)
tr|H2N8H4|H2N8H4_PONAB	Exotosin|GT-A	Exostosin(92-335)|Glyco_transf_64(419-655)
tr|H2PYD2|H2PYD2_PANTR	Exotosin|GT-A	Exostosin(92-335)|Glyco_transf_64(419-655)
tr|H2S2D6|H2S2D6_TAKRU	Exotosin|GT-A	Exostosin(104-390)|Glyco_transf_64(474-719)
tr|H2S397|H2S397_TAKRU	Exotosin|GT-A	Exostosin(3-78)|Glyco_transf_64(162-406)
tr|H2SSW8|H2SSW8_TAKRU	Exotosin|GT-A	Exostosin(108-393)|Glyco_transf_64(477-722)
tr|H2Z4A8|H2Z4A8_CIOSA	Exotosin|GT-A	Exostosin(120-403)|Glyco_transf_64(489-738)
tr|H3AJG9|H3AJG9_LATCH	Exotosin|GT-A	Exostosin(1-64)|Glyco_transf_64(160-402)
tr|H3B8P0|H3B8P0_LATCH	Exotosin|GT-A	Exostosin(104-387)|Glyco_transf_64(473-718)
tr|H3B9K4|H3B9K4_LATCH	Exotosin|GT-A	Exostosin(22-97)|Glyco_transf_64(181-426)
tr|H3DK47|H3DK47_TETNG	Exotosin|GT-A	Exostosin(2-76)|Glyco_transf_64(153-397)
tr|H3DPB0|H3DPB0_TETNG	Exotosin|GT-A	Exostosin(112-399)|Glyco_transf_64(483-731)
tr|H3DR23|H3DR23_TETNG	Exotosin|GT-A	Exostosin(1-77)|Glyco_transf_64(161-406)
tr|H3G3V9|H3G3V9_PRIPA	Exotosin|GT-A	Exostosin(131-279)|Glyco_transf_64(434-665)
tr|H9GDV2|H9GDV2_ANOCA	Exotosin|GT-A	Exostosin(117-403)|Glyco_transf_64(487-732)
tr|H9GPQ2|H9GPQ2_ANOCA	Exotosin|GT-A	Exostosin(102-387)|Glyco_transf_64(473-719)
tr|I3JJN5|I3JJN5_ORENI	Exotosin|GT-A	Exostosin(108-393)|Glyco_transf_64(477-722)
tr|I3K7C6|I3K7C6_ORENI	Exotosin|GT-A	Exostosin(104-390)|Glyco_transf_64(474-719)
tr|I3L7I6|I3L7I6_PIG	Exotosin|GT-A	Exostosin(93-328)|Glyco_transf_64(412-649)
tr|I3NCA2|I3NCA2_ICTTR	Exotosin|GT-A	Exostosin(90-332)|Glyco_transf_64(416-650)
tr|J9B8B1|J9B8B1_WUCBA	Exotosin|GT-A	Exostosin(78-364)|Glyco_transf_64(441-633)
tr|J9BLK9|J9BLK9_WUCBA	Exotosin|GT-A	Exostosin(14-251)|Glyco_transf_64(324-564)
tr|K7FWQ7|K7FWQ7_PELSI	Exotosin|GT-A	Exostosin(1-70)|Glyco_transf_64(154-399)
tr|L5JRR3|L5JRR3_PTEAL	Exotosin|GT-A	Exostosin(108-332)|Glyco_transf_64(416-653)
tr|L5KA62|L5KA62_PTEAL	Exotosin|GT-A	Exostosin(18-102)|Glyco_transf_64(186-431)
tr|L5LIP4|L5LIP4_MYODS	Exotosin|GT-A	Exostosin(119-194)|Glyco_transf_64(278-523)
tr|L9JF83|L9JF83_TUPCH	Exotosin|GT-A	Exostosin(74-253)|Glyco_transf_64(337-574)
tr|L9LFS8|L9LFS8_TUPCH	Exotosin|GT-A	Exostosin(52-120)|Glyco_transf_64(170-415)
tr|M3WHM2|M3WHM2_FELCA	Exotosin|GT-A	Exostosin(90-332)|Glyco_transf_64(416-649)
tr|M3YWF3|M3YWF3_MUSPF	Exotosin|GT-A	Exostosin(112-332)|Glyco_transf_64(416-649)
tr|M4A2D8|M4A2D8_XIPMA	Exotosin|GT-A	Exostosin(12-297)|Glyco_transf_64(381-626)
tr|M4AHV7|M4AHV7_XIPMA	Exotosin|GT-A	Exostosin(106-390)|Glyco_transf_64(474-719)
tr|M4AQK3|M4AQK3_XIPMA	Exotosin|GT-A	Exostosin(106-391)|Glyco_transf_64(475-719)
tr|Q0IFF4|Q0IFF4_AEDAE	Exotosin|GT-A	Exostosin(100-375)|Glyco_transf_64(449-690)
tr|Q0IG35|Q0IG35_AEDAE	Exotosin|GT-A	Exostosin(8-57)|Glyco_transf_64(141-389)
tr|Q291D8|Q291D8_DROPS	Exotosin|GT-A	Exostosin(108-397)|Glyco_transf_64(481-742)
tr|Q4RFC6|Q4RFC6_TETNG	Exotosin|GT-A	Exostosin(107-393)|Glyco_transf_64(477-722)
tr|R0KXD7|R0KXD7_ANAPL	Exotosin|GT-A	Exostosin(1-172)|Glyco_transf_64(248-489)
tr|R0LAG6|R0LAG6_ANAPL	Exotosin|GT-A	Exostosin(1-76)|Glyco_transf_64(160-405)
tr|T1H488|T1H488_MEGSC	Exotosin|GT-A	Exostosin(1-37)|Glyco_transf_64(112-292)
tr|T1HU03|T1HU03_RHOPR	Exotosin|GT-A	Exostosin(1-270)|Glyco_transf_64(354-600)
tr|T1JM53|T1JM53_STRMM	Exotosin|GT-A	Exostosin(95-382)|Glyco_transf_64(466-710)
tr|T1K7V5|T1K7V5_TETUR	Exotosin|GT-A	Exostosin(98-382)|Glyco_transf_64(458-700)
tr|U3D9D1|U3D9D1_CALJA	Exotosin|GT-A	Exostosin(91-322)|Glyco_transf_64(418-654)
tr|U3JCB8|U3JCB8_FICAL	Exotosin|GT-A	Exostosin(55-338)|Glyco_transf_64(424-692)
tr|U3JI05|U3JI05_FICAL	Exotosin|GT-A	Exostosin(1-134)|Glyco_transf_64(218-463)
tr|U6PZL4|U6PZL4_HAECO	Exotosin|GT-A	Exostosin(288-357)|Glyco_transf_64(517-751)
tr|W4XG25|W4XG25_STRPU	Exotosin|GT-A	Exostosin(21-249)|Glyco_transf_64(279-518)
tr|W5LCE8|W5LCE8_ASTMX	Exotosin|GT-A	Exostosin(105-388)|Glyco_transf_64(472-717)
tr|W5LPL7|W5LPL7_ASTMX	Exotosin|GT-A	Exostosin(120-384)|Glyco_transf_64(496-700)
tr|W5M5Z6|W5M5Z6_LEPOC	Exotosin|GT-A	Exostosin(106-392)|Glyco_transf_64(476-721)
tr|W5NFU4|W5NFU4_LEPOC	Exotosin|GT-A	Exostosin(5-80)|Glyco_transf_64(164-410)
tr|W5P6E5|W5P6E5_SHEEP	Exotosin|GT-A	Exostosin(91-328)|Glyco_transf_64(412-609)
tr|W6N9A8|W6N9A8_HAECO	Exotosin|GT-A	Exostosin(320-405)|Glyco_transf_64(565-799)
tr|W6UUY6|W6UUY6_ECHGR	Exotosin|GT-A	Exostosin(269-565)|Glyco_transf_64(670-860)
tr|W6UY58|W6UY58_ECHGR	Exotosin|GT-A	Exostosin(313-397)|Glyco_transf_64(559-796)
tr|X1WJH4|X1WJH4_ACYPI	Exotosin|GT-A	Exostosin(6-252)|Glyco_transf_64(337-575)
tr|A0A2A4JMK4|A0A2A4JMK4_HELVI	Exotosin|GGN|GT-A	Exostosin(84-369)|GGN(442-497)|Glyco_transf_64(479-726)
tr|X1WRQ0|X1WRQ0_ACYPI	DUF724|serS|Exotosin|GT-A	DUF724(41-122)|serS(82-192)|Exostosin(217-468)|Glyco_transf_64(630-867)
tr|L5KY03|L5KY03_PTEAL	DUF4657|PLN02607|PLN02450|Exotosin|GT-A	DUF4657(9-123)|PLN02607(201-585)|PLN02450(655-1080)|Exostosin(1231-1511)|Glyco_transf_64(1587-1828)
tr|J3M9A0|J3M9A0_ORYBR	DUF1230|TMhelix|TMhelix|TMhelix|GT-A	DUF1230(1-59)|TMhelix(57-76)|TMhelix(450-469)|TMhelix(531-553)|Glyco_transf_64(570-808)
tr|A0A0V0TWN0|A0A0V0TWN0_9BILA	crotonase-like|Exotosin|GT-A|Protein_Kinase	crotonase-like(23-276)|Exostosin(379-672)|Glyco_transf_64(755-980)|PKc_CLK(1697-2010)
tr|A0A0V0URG3|A0A0V0URG3_9BILA	crotonase-like|Exotosin|GT-A|Protein_Kinase	crotonase-like(23-276)|Exostosin(379-672)|Glyco_transf_64(780-1005)|PKc_CLK(1738-2051)
tr|A0A0V0WT22|A0A0V0WT22_9BILA	crotonase-like|Exotosin|GT-A|Protein_Kinase	crotonase-like(23-276)|Exostosin(379-672)|Glyco_transf_64(755-980)|PKc_CLK(1734-2049)
tr|A0A0V0YDS2|A0A0V0YDS2_TRIPS	crotonase-like|Exotosin|GT-A|Protein_Kinase	crotonase-like(25-278)|Exostosin(370-681)|Glyco_transf_64(764-989)|PKc_CLK(1581-1910)
tr|A0A0V1A6V6|A0A0V1A6V6_9BILA	crotonase-like|Exotosin|GT-A|Protein_Kinase	crotonase-like(23-276)|Exostosin(386-679)|Glyco_transf_64(762-987)|PKc_CLK(1666-1979)
tr|A0A0V1LT02|A0A0V1LT02_9BILA	crotonase-like|Exotosin|GT-A|Protein_Kinase	crotonase-like(23-276)|Exostosin(379-672)|Glyco_transf_64(780-1005)|PKc_CLK(1748-2061)
tr|E5SIT0|E5SIT0_TRISP	crotonase-like|Exotosin|GT-A	crotonase-like(23-276)|Exostosin(379-676)|Glyco_transf_64(784-1009)
tr|E2C158|E2C158_HARSA	COG4372|Exotosin|GT-A	COG4372(84-164)|Exostosin(199-529)|Glyco_transf_64(691-929)
tr|H2ZHK4|H2ZHK4_CIOSA	COG1579|Exotosin|GT-A	COG1579(4-90)|Exostosin(124-447)|Glyco_transf_64(609-846)
tr|A0A154PCP0|A0A154PCP0_9HYME	COG1340|MscS_porin|Exotosin|GT-A	COG1340(69-131)|MscS_porin(109-156)|Exostosin(200-529)|Glyco_transf_64(691-932)
tr|A0A1I8G6J3|A0A1I8G6J3_9PLAT	BRE1|Exotosin|GT-A	BRE1(70-113)|Exostosin(271-432)|Glyco_transf_64(592-828)
tr|A0A1I8HM14|A0A1I8HM14_9PLAT	BRE1|Exotosin|GT-A	BRE1(70-113)|Exostosin(271-432)|Glyco_transf_64(580-809)
tr|R1CQI0|R1CQI0_EMIHU	B_lectin|GT-A	B_lectin(466-541)|Glyco_transf_64(767-1032)
