tr|A0A0K8P9Y5|A0A0K8P9Y5_9CHLR	Uncharacterized|Uncharacterized|GT-A	DUF4422(126-365)|DUF4422(404-645)|GT8_A4GalT_like(680-939)
tr|D3IAG8|D3IAG8_9BACT	GT-A	GT8_A4GalT_like(1-250)
tr|D3UIL5|D3UIL5_HELM1	GT-A	GT8_A4GalT_like(2-287)
tr|D4CNM5|D4CNM5_9FIRM	GT-A	GT8_A4GalT_like(1-259)
tr|D4DPE6|D4DPE6_NEIEG	GT-A	GT8_A4GalT_like(1-252)
tr|D4LE86|D4LE86_RUMC1	GT-A	GT8_A4GalT_like(11-275)
tr|D4MAY2|D4MAY2_9BACT	GT-A	GT8_A4GalT_like(25-253)
tr|D4W926|D4W926_9FIRM	GT-A	GT8_A4GalT_like(7-265)
tr|D4YIY7|D4YIY7_9LACT	GT-A	GT8_A4GalT_like(12-258)
tr|D4YT05|D4YT05_9LACO	GT-A	Glyco_tranf_GTA_type(1-245)
tr|D4YT06|D4YT06_9LACO	GT-A	GT8_A4GalT_like(3-246)
tr|D5EP50|D5EP50_CORAD	GT-A	GT8_A4GalT_like(15-248)
tr|D5QGG0|D5QGG0_KOMHA	GT-A	Glyco_tranf_GTA_type(9-252)
tr|D6CX18|D6CX18_9BACE	GT-A	GT8_A4GalT_like(2-246)
tr|D7A397|D7A397_STAND	GT-A	GT8_A4GalT_like(3-243)
tr|D8E0C8|D8E0C8_PREBR	GT-A	GT8_A4GalT_like(1-256)
tr|D8ID44|D8ID44_BRAP9	GT-A	GT8_A4GalT_like(4-238)
tr|D9R0B8|D9R0B8_CLOSW	GT-A	GT8_A4GalT_like(1-257)
tr|D9S9K0|D9S9K0_FIBSS	GT-A	Glyco_tranf_GTA_type(20-161)
tr|E0RZM0|E0RZM0_BUTPB	GT-A	GT8_A4GalT_like(7-260)
tr|E0RZZ2|E0RZZ2_BUTPB	GT-A	Glyco_tranf_GTA_type(5-248)
tr|E0RZZ4|E0RZZ4_BUTPB	GT-A	Glyco_tranf_GTA_type(3-248)
tr|E1L0D4|E1L0D4_9ACTN	GT-A	GT8_A4GalT_like(44-304)
tr|E1QZX9|E1QZX9_OLSUV	GT-A	GT8_A4GalT_like(31-291)
tr|E1SW53|E1SW53_FERBD	GT-A	GT8_A4GalT_like(6-284)
tr|E1W3N1|E1W3N1_HAEP3	GT-A	GT8_A4GalT_like(9-250)
tr|E1W530|E1W530_HAEP3	GT-A	GT8_A4GalT_like(6-272)
tr|E3C8Q8|E3C8Q8_9LACO	GT-A	GT8_A4GalT_like(1-248)
tr|E3C8X2|E3C8X2_9LACO	GT-A	GT8_A4GalT_like(11-240)
tr|E3EWW7|E3EWW7_KETVY	GT-A	Glyco_tranf_GTA_type(10-235)
tr|E3GE00|E3GE00_EUBLK	GT-A	GT8_A4GalT_like(3-258)
tr|E3GE01|E3GE01_EUBLK	GT-A	GT8_A4GalT_like(3-257)
tr|E3HYV5|E3HYV5_RHOVT	GT-A	GT8_A4GalT_like(44-307)
tr|E4KQL6|E4KQL6_9LACT	GT-A	GT8_A4GalT_like(8-253)
tr|E4NDL0|E4NDL0_KITSK	GT-A	GT8_A4GalT_like(10-268)
tr|E5UM06|E5UM06_NEIMU	GT-A	GT8_A4GalT_like(25-265)
tr|E5UM56|E5UM56_NEIMU	GT-A	GT8_A4GalT_like(4-240)
tr|E5WW63|E5WW63_9BACE	GT-A	GT8_A4GalT_like(1-253)
tr|E5WW65|E5WW65_9BACE	GT-A	GT8_A4GalT_like(2-251)
tr|E6JZQ6|E6JZQ6_PARDN	GT-A	GT8_A4GalT_like(8-252)
tr|E6JZQ7|E6JZQ7_PARDN	GT-A	GT8_A4GalT_like(5-249)
tr|E6LAM4|E6LAM4_CAMUP	GT-A	GT8_A4GalT_like(2-269)
tr|E6LBB4|E6LBB4_CAMUP	GT-A	GT8_A4GalT_like(2-287)
tr|E6LCC4|E6LCC4_9ENTE	GT-A	GT8_A4GalT_like(4-253)
tr|E7G4U0|E7G4U0_9HELI	GT-A	RfaJ(3-281)
tr|E8R4M2|E8R4M2_ISOPI	GT-A	Glyco_tranf_GTA_type(2-114)
tr|E8RMC2|E8RMC2_ASTEC	GT-A	Glyco_tranf_GTA_type(6-240)
tr|E8WW48|E8WW48_GRATM	GT-A	Glyco_tranf_GTA_type(88-120)
tr|E8X7L2|E8X7L2_GRATM	GT-A	GT8_A4GalT_like(11-247)
tr|F0R174|F0R174_BACSH	GT-A	Glyco_tranf_GTA_type(5-238)
tr|F0SBF6|F0SBF6_PSESL	GT-A	GT8_A4GalT_like(7-241)
tr|F0SD91|F0SD91_PSESL	GT-A	Glyco_tranf_GTA_type(19-244)
tr|F0YWH0|F0YWH0_9CLOT	GT-A	GT8_A4GalT_like(5-262)
tr|F0YWH5|F0YWH5_9CLOT	GT-A	GT8_A4GalT_like(1-256)
tr|F2I8I7|F2I8I7_AERUA	GT-A	GT8_A4GalT_like(1-249)
tr|F2NSX8|F2NSX8_TRES6	GT-A	Glyco_tranf_GTA_type(6-233)
tr|F3KS22|F3KS22_9BURK	GT-A	Glyco_tranf_GTA_type(2-195)
tr|F3MZ79|F3MZ79_LACRH	GT-A	GT8_A4GalT_like(3-249)
tr|F3PWJ8|F3PWJ8_9BACE	GT-A	GT8_A4GalT_like(6-256)
tr|F3ZPW0|F3ZPW0_9BACE	GT-A	GT8_A4GalT_like(1-256)
tr|F4LP49|F4LP49_TREBD	GT-A	Glyco_tranf_GTA_type(2-242)
tr|F4XDA4|F4XDA4_9FIRM	GT-A	GT8_A4GalT_like(1-248)
tr|F4XK52|F4XK52_9CYAN	GT-A	Glyco_tranf_GTA_type(23-209)
tr|F5IT91|F5IT91_9BACT	GT-A	GT8_A4GalT_like(1-252)
tr|F5LMJ9|F5LMJ9_9BACL	GT-A	Glyco_tranf_GTA_type(10-194)
tr|F5X6A7|F5X6A7_STRPX	GT-A	GT8_A4GalT_like(4-253)
tr|F5YAU5|F5YAU5_TREAZ	GT-A	Glyco_tranf_GTA_type(68-148)
tr|F5YHI5|F5YHI5_TREPZ	GT-A	Glyco_tranf_GTA_type(92-229)
tr|F6IKC7|F6IKC7_9SPHN	GT-A	GT8_A4GalT_like(8-242)
tr|F6IKK1|F6IKK1_9SPHN	GT-A	Glyco_tranf_GTA_type(96-250)
tr|F7K8F2|F7K8F2_9FIRM	GT-A	GT8_A4GalT_like(23-281)
tr|F7K9H0|F7K9H0_9FIRM	GT-A	GT8_A4GalT_like(6-252)
tr|F7NVB3|F7NVB3_9GAMM	GT-A	Glyco_tranf_GTA_type(5-113)
tr|F7UVC6|F7UVC6_EEGSY	GT-A	GT8_A4GalT_like(5-252)
tr|F8A183|F8A183_CELGA	GT-A	Glyco_tranf_GTA_type(638-884)
tr|F8EEG8|F8EEG8_RUNSL	GT-A	Glyco_tranf_GTA_type(1-252)
tr|F8ELI8|F8ELI8_RUNSL	GT-A	Glyco_tranf_GTA_type(15-154)
tr|F8I187|F8I187_WEIKK	GT-A	GT8_A4GalT_like(5-251)
tr|F9HEX7|F9HEX7_9STRE	GT-A	GT8_A4GalT_like(1-257)
tr|F9Q675|F9Q675_9PAST	GT-A	GT8_A4GalT_like(8-248)
tr|F9UEY2|F9UEY2_9GAMM	GT-A	Glyco_tranf_GTA_type(38-243)
tr|F9YVK2|F9YVK2_CAPCC	GT-A	Glyco_tranf_GTA_type(4-238)
tr|G0VRS4|G0VRS4_MEGEL	GT-A	GT8_A4GalT_like(34-264)
tr|G1LS04|G1LS04_AILME	GT-A	Glyco_tranf_GTA_type(45-308)
tr|G1UB75|G1UB75_HAEDU	GT-A	GT8_A4GalT_like(8-241)
tr|G1UPA7|G1UPA7_9DELT	GT-A	Glyco_tranf_GTA_type(1-228)
tr|G1UUH5|G1UUH5_9DELT	GT-A	Glyco_tranf_GTA_type(1-237)
tr|G1WIL4|G1WIL4_9ACTN	GT-A	GT8_A4GalT_like(10-252)
tr|G2DJ39|G2DJ39_9NEIS	GT-A	GT8_A4GalT_like(1-252)
tr|G2SQI2|G2SQI2_LACRR	GT-A	GT8_A4GalT_like(1-247)
tr|G2SZL7|G2SZL7_ROSHA	GT-A	Glyco_tranf_GTA_type(6-208)
tr|G2SZL8|G2SZL8_ROSHA	GT-A	GT8_A4GalT_like(6-252)
tr|G2T563|G2T563_ROSHA	GT-A	GT8_A4GalT_like(13-266)
tr|G2TIT9|G2TIT9_BACCO	GT-A	GT8_A4GalT_like(1-248)
tr|G4L4Y6|G4L4Y6_TETHN	GT-A	GT8_A4GalT_like(3-254)
tr|G4Q618|G4Q618_ACIIR	GT-A	GT8_A4GalT_like(4-256)
tr|G4Q622|G4Q622_ACIIR	GT-A	GT8_A4GalT_like(33-265)
tr|G5GHZ1|G5GHZ1_9FIRM	GT-A	GT8_A4GalT_like(4-258)
tr|G5IAN9|G5IAN9_9CLOT	GT-A	GT8_A4GalT_like(1-256)
tr|G5JNZ3|G5JNZ3_STRCG	GT-A	GT8_A4GalT_like(4-252)
tr|G5JRZ8|G5JRZ8_STRCG	GT-A	GT8_A4GalT_like(4-252)
tr|G5JUE3|G5JUE3_9STRE	GT-A	GT8_A4GalT_like(4-253)
tr|G6A217|G6A217_9PROT	GT-A	Glyco_tranf_GTA_type(10-206)
tr|G6EEB4|G6EEB4_9SPHN	GT-A	Glyco_tranf_GTA_type(6-218)
tr|G6EEC3|G6EEC3_9SPHN	GT-A	Glyco_tranf_GTA_type(6-228)
tr|G7NYR8|G7NYR8_MACFA	GT-A	Glyco_tranf_GTA_type(45-308)
tr|G7W769|G7W769_DESOD	GT-A	GT8_A4GalT_like(7-264)
tr|G8LYL2|G8LYL2_CLOCD	GT-A	GT8_A4GalT_like(1-249)
tr|G8PFF9|G8PFF9_PEDCP	GT-A	GT8_A4GalT_like(6-246)
tr|G8PFG2|G8PFG2_PEDCP	GT-A	Glyco_tranf_GTA_type(7-235)
tr|G9PZK8|G9PZK8_9BACT	GT-A	GT8_A4GalT_like(18-252)
tr|G9WGG2|G9WGG2_9LACT	GT-A	GT8_A4GalT_like(1-252)
tr|G9WN51|G9WN51_9FIRM	GT-A	GT8_A4GalT_like(1-258)
tr|G9ZR96|G9ZR96_9LACO	GT-A	GT8_A4GalT_like(6-246)
tr|G9ZRA0|G9ZRA0_9LACO	GT-A	Glyco_tranf_GTA_type(1-235)
tr|H0A624|H0A624_9PROT	GT-A	GT8_A4GalT_like(19-300)
tr|H0A769|H0A769_9PROT	GT-A	Glyco_tranf_GTA_type(428-529)
tr|H0VE38|H0VE38_CAVPO	GT-A	Glyco_tranf_GTA_type(120-383)
tr|H1HU86|H1HU86_9FIRM	GT-A	GT8_A4GalT_like(1-257)
tr|H1Q1R8|H1Q1R8_9BACT	GT-A	GT8_A4GalT_like(6-256)
tr|H1Y1S7|H1Y1S7_9SPHI	GT-A	GT8_A4GalT_like(8-245)
tr|H3K9U9|H3K9U9_9FIRM	GT-A	GT8_A4GalT_like(5-266)
tr|H3KG39|H3KG39_9BURK	GT-A	GT8_A4GalT_like(4-256)
tr|H4F061|H4F061_9RHIZ	GT-A	GT8_A4GalT_like(7-241)
tr|H7EMG5|H7EMG5_9SPIO	GT-A	GT8_A4GalT_like(2-252)
tr|H7EMH6|H7EMH6_9SPIO	GT-A	Glyco_tranf_GTA_type(92-230)
tr|H8GLZ8|H8GLZ8_METAL	GT-A	GT8_A4GalT_like(8-247)
tr|H8XUD8|H8XUD8_FLAIG	GT-A	Glyco_tranf_GTA_type(8-243)
tr|I0ENZ5|I0ENZ5_HELC0	GT-A	RfaJ(1-284)
tr|I0GML5|I0GML5_SELRL	GT-A	Glyco_tranf_GTA_type(4-246)
tr|I0GP87|I0GP87_SELRL	GT-A	Glyco_tranf_GTA_type(2-246)
tr|I0R1Y8|I0R1Y8_9MICO	GT-A	Glyco_tranf_GTA_type(23-279)
tr|I0X631|I0X631_9SPIO	GT-A	GT8_A4GalT_like(8-247)
tr|I0X782|I0X782_9SPIO	GT-A	Glyco_tranf_GTA_type(2-228)
tr|I3ZFL4|I3ZFL4_TERRK	GT-A	GT8_A4GalT_like(2-249)
tr|I4ERC7|I4ERC7_9ACTN	GT-A	Glyco_tranf_GTA_type(6-242)
tr|I5AQ89|I5AQ89_EUBCE	GT-A	GT8_A4GalT_like(1-240)
tr|I5AQ91|I5AQ91_EUBCE	GT-A	GT8_A4GalT_like(1-241)
tr|I5AQV1|I5AQV1_EUBCE	GT-A	GT8_A4GalT_like(6-263)
tr|I5AW58|I5AW58_EUBCE	GT-A	Glyco_tranf_GTA_type(4-238)
tr|I6T046|I6T046_ENTHA	GT-A	GT8_A4GalT_like(7-258)
tr|I6T8L9|I6T8L9_ENTHA	GT-A	GT8_A4GalT_like(8-258)
tr|I7IVM0|I7IVM0_9LACO	GT-A	GT8_A4GalT_like(3-247)
tr|I7L9U1|I7L9U1_9LACO	GT-A	Glyco_tranf_GTA_type(1-243)
tr|I7Z893|I7Z893_9GAMM	GT-A	Glyco_tranf_GTA_type(15-183)
tr|I8IYR9|I8IYR9_9BACI	GT-A	Glyco_tranf_GTA_type(84-247)
tr|I8X949|I8X949_9BACE	GT-A	Glyco_tranf_GTA_type(10-251)
tr|J0D5H9|J0D5H9_9BIFI	GT-A	GT8_A4GalT_like(5-249)
tr|J0V5A2|J0V5A2_STREE	GT-A	RfaJ(1-369)
tr|J0WZK5|J0WZK5_9BIFI	GT-A	Glyco_tranf_GTA_type(3-235)
tr|J2HCS9|J2HCS9_9CAUL	GT-A	GT8_A4GalT_like(42-284)
tr|J2L3G9|J2L3G9_9RHIZ	GT-A	Glyco_tranf_GTA_type(6-232)
tr|J2L594|J2L594_9RHIZ	GT-A	GT8_A4GalT_like(12-242)
tr|J2LC48|J2LC48_9RHIZ	GT-A	GT8_A4GalT_like(9-249)
tr|J2Z7Q9|J2Z7Q9_9LACO	GT-A	GT8_A4GalT_like(4-250)
tr|J3JAV6|J3JAV6_9LACO	GT-A	GT8_A4GalT_like(2-249)
tr|J3JBN3|J3JBN3_9LACO	GT-A	GT8_A4GalT_like(4-251)
tr|J4TFZ5|J4TFZ5_9FIRM	GT-A	Glyco_tranf_GTA_type(4-127)
tr|J4TNI0|J4TNI0_9PAST	GT-A	GT8_A4GalT_like(4-237)
tr|J4USU7|J4USU7_9PAST	GT-A	GT8_A4GalT_like(4-270)
tr|J5GCF5|J5GCF5_9FIRM	GT-A	GT8_A4GalT_like(1-256)
tr|J5HVD2|J5HVD2_9PAST	GT-A	GT8_A4GalT_like(9-250)
tr|J9W3Q8|J9W3Q8_LACBU	GT-A	GT8_A4GalT_like(6-246)
tr|J9W3R4|J9W3R4_LACBU	GT-A	Glyco_tranf_GTA_type(7-235)
tr|J9YF55|J9YF55_LEUGJ	GT-A	Glyco_tranf_GTA_type(3-258)
tr|K0T9F6|K0T9F6_THAOC	GT-A	Glyco_tranf_GTA_type(51-309)
tr|K0VNK2|K0VNK2_9RHIZ	GT-A	GT8_A4GalT_like(1-223)
tr|K0W1K1|K0W1K1_9RHIZ	GT-A	Glyco_tranf_GTA_type(6-232)
tr|K1M407|K1M407_9LACT	GT-A	GT8_A4GalT_like(1-249)
tr|K1MGW5|K1MGW5_9LACT	GT-A	GT8_A4GalT_like(8-256)
tr|K5Z019|K5Z019_9PROT	GT-A	GT8_A4GalT_like(34-268)
tr|K6CVB4|K6CVB4_BACAZ	GT-A	Glyco_tranf_GTA_type(4-114)
tr|K8WL16|K8WL16_9GAMM	GT-A	GT8_A4GalT_like(4-245)
tr|K9E8U6|K9E8U6_9LACT	GT-A	GT8_A4GalT_like(6-252)
tr|K9ENL3|K9ENL3_9BACE	GT-A	GT8_A4GalT_like(2-251)
tr|K9P751|K9P751_CYAGP	GT-A	GT8_A4GalT_like(3-250)
tr|K9Q6Q4|K9Q6Q4_9NOSO	GT-A	GT8_A4GalT_like(3-253)
tr|K9QNW7|K9QNW7_NOSS7	GT-A	Glyco_tranf_GTA_type(33-266)
tr|K9QTE2|K9QTE2_NOSS7	GT-A	RfaJ(89-214)
tr|K9SNC2|K9SNC2_9CYAN	GT-A	Glyco_tranf_GTA_type(75-193)
tr|K9T2U7|K9T2U7_9CYAN	GT-A	GT8_A4GalT_like(23-287)
tr|K9TYQ0|K9TYQ0_9CYAN	GT-A	GT8_A4GalT_like(11-265)
tr|K9TZZ9|K9TZZ9_9CYAN	GT-A	Glyco_tranf_GTA_type(23-208)
tr|K9UK21|K9UK21_CHAP6	GT-A	Glyco_tranf_GTA_type(5-239)
tr|K9VIN9|K9VIN9_9CYAN	GT-A	Glyco_tranf_GTA_type(1-219)
tr|K9VIP4|K9VIP4_9CYAN	GT-A	Glyco_tranf_GTA_type(46-110)
tr|K9XE19|K9XE19_9CHRO	GT-A	Glyco_tranf_GTA_type(22-210)
tr|K9ZI09|K9ZI09_ANACC	GT-A	Glyco_tranf_GTA_type(83-246)
tr|L0EAX2|L0EAX2_THECK	GT-A	GT8_A4GalT_like(1-247)
tr|L0H255|L0H255_9GAMM	GT-A	Glyco_tranf_GTA_type(4-236)
tr|L1M8Y9|L1M8Y9_9BACT	GT-A	GT8_A4GalT_like(4-248)
tr|L1M9T6|L1M9T6_9BACT	GT-A	GT8_A4GalT_like(7-248)
tr|L1MT72|L1MT72_9BACT	GT-A	Glyco_tranf_GTA_type(12-278)
tr|L1NWW7|L1NWW7_9FLAO	GT-A	GT8_A4GalT_like(3-247)
tr|M0L0Z4|M0L0Z4_9EURY	GT-A	GT8_A4GalT_like(3-237)
tr|M1LYH5|M1LYH5_9CLOT	GT-A	GT8_A4GalT_like(1-249)
tr|M5T8Y8|M5T8Y8_9PLAN	GT-A	GT8_A4GalT_like(22-292)
tr|M7CK18|M7CK18_9ALTE	GT-A	GT8_A4GalT_like(5-249)
tr|M7CPN5|M7CPN5_9ALTE	GT-A	GT8_A4GalT_like(16-261)
tr|N2AH64|N2AH64_9LACO	GT-A	GT8_A4GalT_like(3-246)
tr|N2AJF6|N2AJF6_9FIRM	GT-A	Glyco_tranf_GTA_type(1-177)
tr|N2AMP7|N2AMP7_9LACO	GT-A	GT8_A4GalT_like(3-247)
tr|N2AS42|N2AS42_9LACO	GT-A	Glyco_tranf_GTA_type(1-247)
tr|N6WM43|N6WM43_9ALTE	GT-A	GT8_A4GalT_like(18-257)
tr|O26098|O26098_HELPY	GT-A	RfaJ(3-370)
tr|Q03AE3|Q03AE3_LACP3	GT-A	GT8_A4GalT_like(7-248)
tr|Q03AE4|Q03AE4_LACP3	GT-A	GT8_A4GalT_like(3-249)
tr|Q03XL6|Q03XL6_LEUMM	GT-A	GT8_A4GalT_like(4-252)
tr|Q116W1|Q116W1_TRIEI	GT-A	GT8_A4GalT_like(2-232)
tr|Q16CW9|Q16CW9_ROSDO	GT-A	Glyco_transf_8(25-259)
tr|Q1G7Q2|Q1G7Q2_LACDA	GT-A	Glyco_tranf_GTA_type(1-246)
tr|Q1G8W2|Q1G8W2_LACDA	GT-A	GT8_A4GalT_like(3-246)
tr|Q24Q30|Q24Q30_DESHY	GT-A	GT8_A4GalT_like(15-266)
tr|Q2K4T2|Q2K4T2_RHIEC	GT-A	Glyco_tranf_GTA_type(6-232)
tr|Q2K5X3|Q2K5X3_RHIEC	GT-A	GT8_A4GalT_like(37-270)
tr|Q38VG7|Q38VG7_LACSS	GT-A	GT8_A4GalT_like(1-239)
tr|Q39T65|Q39T65_GEOMG	GT-A	GT8_A4GalT_like(10-291)
tr|Q39W10|Q39W10_GEOMG	GT-A	Glyco_tranf_GTA_type(23-133)
tr|Q3J6C6|Q3J6C6_RHOS4	GT-A	Glyco_transf_8(17-251)
tr|Q3Y343|Q3Y343_ENTFC	GT-A	GT8_A4GalT_like(6-257)
tr|Q3Y344|Q3Y344_ENTFC	GT-A	GT8_A4GalT_like(28-278)
tr|Q5FMV1|Q5FMV1_LACAC	GT-A	Glyco_tranf_GTA_type(1-237)
tr|Q5FMV2|Q5FMV2_LACAC	GT-A	GT8_A4GalT_like(4-248)
tr|Q5FMV3|Q5FMV3_LACAC	GT-A	GT8_A4GalT_like(3-246)
tr|Q5L2U8|Q5L2U8_GEOKA	GT-A	GT8_A4GalT_like(2-251)
tr|Q5L7S5|Q5L7S5_BACFN	GT-A	GT8_A4GalT_like(5-241)
tr|Q5LF36|Q5LF36_BACFN	GT-A	GT8_A4GalT_like(1-250)
tr|Q5LIR5|Q5LIR5_BACFN	GT-A	GT8_A4GalT_like(2-251)
tr|Q5NFJ7|Q5NFJ7_FRATT	GT-A	GT8_A4GalT_like(4-261)
tr|Q5WI33|Q5WI33_BACSK	GT-A	GT8_A4GalT_like(1-249)
tr|Q65DI7|Q65DI7_BACLD	GT-A	GT8_A4GalT_like(7-256)
tr|Q65VF6|Q65VF6_MANSM	GT-A	GT8_A4GalT_like(1-254)
tr|Q726Y5|Q726Y5_DESVH	GT-A	Glyco_tranf_GTA_type(25-261)
tr|Q74LX1|Q74LX1_LACJO	GT-A	GT8_A4GalT_like(1-243)
tr|Q74LX2|Q74LX2_LACJO	GT-A	GT8_A4GalT_like(3-247)
tr|Q74LX3|Q74LX3_LACJO	GT-A	GT8_A4GalT_like(3-246)
tr|Q833W4|Q833W4_ENTFA	GT-A	GT8_A4GalT_like(8-258)
tr|Q833W5|Q833W5_ENTFA	GT-A	GT8_A4GalT_like(7-258)
tr|Q8A3T1|Q8A3T1_BACTN	GT-A	GT8_A4GalT_like(6-251)
tr|Q8DUA4|Q8DUA4_STRMU	GT-A	GT8_A4GalT_like(6-255)
tr|Q8E0C2|Q8E0C2_STRA5	GT-A	GT8_A4GalT_like(1-251)
tr|Q92VQ2|Q92VQ2_RHIME	GT-A	RfaJ(19-332)
tr|Q92W01|Q92W01_RHIME	GT-A	Glyco_tranf_GTA_type(6-196)
tr|Q9CLS0|Q9CLS0_PASMU	GT-A	GT8_A4GalT_like(1-252)
tr|R2PYC7|R2PYC7_9ENTE	GT-A	GT8_A4GalT_like(5-253)
tr|R2Q5Y6|R2Q5Y6_9ENTE	GT-A	Glyco_tranf_GTA_type(5-136)
tr|R2QB89|R2QB89_9ENTE	GT-A	GT8_A4GalT_like(8-258)
tr|R2QXR3|R2QXR3_9ENTE	GT-A	GT8_A4GalT_like(6-254)
tr|R2SDW6|R2SDW6_9ENTE	GT-A	Glyco_tranf_GTA_type(5-263)
tr|R2SLF3|R2SLF3_9ENTE	GT-A	GT8_A4GalT_like(6-256)
tr|R4X2Z3|R4X2Z3_9BURK	GT-A	GT8_A4GalT_like(5-241)
tr|R5AW79|R5AW79_9FIRM	GT-A	GT8_A4GalT_like(1-247)
tr|R5B1H8|R5B1H8_9BACE	GT-A	GT8_A4GalT_like(3-261)
tr|R5BDU2|R5BDU2_9FIRM	GT-A	GT8_A4GalT_like(6-256)
tr|R5BHR6|R5BHR6_9FIRM	GT-A	GT8_A4GalT_like(31-262)
tr|R5CJG5|R5CJG5_9BACT	GT-A	GT8_A4GalT_like(4-255)
tr|R5DGI6|R5DGI6_9CLOT	GT-A	GT8_A4GalT_like(23-262)
tr|R5DV18|R5DV18_9FIRM	GT-A	Glyco_tranf_GTA_type(2-212)
tr|R5E0F7|R5E0F7_9FIRM	GT-A	GT8_A4GalT_like(15-259)
tr|R5ENT7|R5ENT7_9BACE	GT-A	GT8_A4GalT_like(4-240)
tr|R5ERY1|R5ERY1_9FIRM	GT-A	GT8_A4GalT_like(8-265)
tr|R5EZG9|R5EZG9_9FIRM	GT-A	GT8_A4GalT_like(4-240)
tr|R5FQ95|R5FQ95_9BACT	GT-A	GT8_A4GalT_like(6-257)
tr|R5G213|R5G213_9PORP	GT-A	GT8_A4GalT_like(8-257)
tr|R5H638|R5H638_9SPIR	GT-A	GT8_A4GalT_like(2-267)
tr|R5HP60|R5HP60_9FIRM	GT-A	GT8_A4GalT_like(6-253)
tr|R5J5S8|R5J5S8_9CLOT	GT-A	GT8_A4GalT_like(15-270)
tr|R5KYP2|R5KYP2_9CLOT	GT-A	GT8_A4GalT_like(6-246)
tr|R5L185|R5L185_9CLOT	GT-A	GT8_A4GalT_like(3-243)
tr|R5L3L0|R5L3L0_9CLOT	GT-A	Glyco_tranf_GTA_type(2-229)
tr|R5L8P8|R5L8P8_9SPIR	GT-A	GT8_A4GalT_like(6-244)
tr|R5LPH3|R5LPH3_9SPIR	GT-A	GT8_A4GalT_like(12-239)
tr|R5M7W8|R5M7W8_9BACE	GT-A	GT8_A4GalT_like(2-252)
tr|R5MSC4|R5MSC4_9FIRM	GT-A	Glyco_tranf_GTA_type(1-241)
tr|R5MXE2|R5MXE2_9FIRM	GT-A	GT8_A4GalT_like(4-246)
tr|R5N8M3|R5N8M3_9CLOT	GT-A	GT8_A4GalT_like(5-246)
tr|R5NEI2|R5NEI2_9BACT	GT-A	GT8_A4GalT_like(7-255)
tr|R5NME8|R5NME8_9BACT	GT-A	GT8_A4GalT_like(7-274)
tr|R5NT41|R5NT41_9CLOT	GT-A	Glyco_tranf_GTA_type(2-224)
tr|R5NZK3|R5NZK3_9BACT	GT-A	GT8_A4GalT_like(3-253)
tr|R5P0D6|R5P0D6_9FIRM	GT-A	Glyco_tranf_GTA_type(2-212)
tr|R5PQB5|R5PQB5_9CLOT	GT-A	Glyco_tranf_GTA_type(2-226)
tr|R5Q830|R5Q830_9CLOT	GT-A	GT8_A4GalT_like(8-248)
tr|R5QN86|R5QN86_9PROT	GT-A	GT8_A4GalT_like(5-273)
tr|R5QZ78|R5QZ78_9FIRM	GT-A	GT8_A4GalT_like(2-258)
tr|R5V3S3|R5V3S3_9FIRM	GT-A	Glyco_tranf_GTA_type(3-197)
tr|R5Y8C3|R5Y8C3_9PROT	GT-A	GT8_A4GalT_like(31-280)
tr|R5Y9B3|R5Y9B3_9PROT	GT-A	GT8_A4GalT_like(7-258)
tr|R5YB73|R5YB73_9FIRM	GT-A	Glyco_tranf_GTA_type(2-212)
tr|R5ZFJ2|R5ZFJ2_9CLOT	GT-A	Glyco_tranf_GTA_type(6-230)
tr|R5ZTV4|R5ZTV4_9BACT	GT-A	GT8_A4GalT_like(3-246)
tr|R6A9E6|R6A9E6_9CLOT	GT-A	Glyco_tranf_GTA_type(1-236)
tr|R6B7Q9|R6B7Q9_9CLOT	GT-A	GT8_A4GalT_like(6-242)
tr|R6BJF9|R6BJF9_9CLOT	GT-A	Glyco_tranf_GTA_type(2-233)
tr|R6BQI3|R6BQI3_9CLOT	GT-A	GT8_A4GalT_like(4-251)
tr|R6C785|R6C785_9BACT	GT-A	GT8_A4GalT_like(1-257)
tr|R6D3B4|R6D3B4_9FIRM	GT-A	GT8_A4GalT_like(1-247)
tr|R6DJ29|R6DJ29_9BACE	GT-A	GT8_A4GalT_like(13-259)
tr|R6DN82|R6DN82_9CLOT	GT-A	GT8_A4GalT_like(7-255)
tr|R6GT35|R6GT35_9FIRM	GT-A	Glyco_tranf_GTA_type(3-253)
tr|R6H506|R6H506_9CLOT	GT-A	Glyco_tranf_GTA_type(1-225)
tr|R6HA66|R6HA66_9FIRM	GT-A	GT8_A4GalT_like(5-256)
tr|R6HD03|R6HD03_9CLOT	GT-A	GT8_A4GalT_like(7-243)
tr|R6HNR1|R6HNR1_9FIRM	GT-A	GT8_A4GalT_like(27-255)
tr|R6I741|R6I741_9FIRM	GT-A	GT8_A4GalT_like(1-242)
tr|R6IL60|R6IL60_9FIRM	GT-A	GT8_A4GalT_like(5-258)
tr|R6IL65|R6IL65_9FIRM	GT-A	GT8_A4GalT_like(32-264)
tr|R6K139|R6K139_9FIRM	GT-A	GT8_A4GalT_like(1-255)
tr|R6K303|R6K303_9FIRM	GT-A	Glyco_tranf_GTA_type(1-248)
tr|R6K6V2|R6K6V2_9FIRM	GT-A	GT8_A4GalT_like(1-270)
