tr|B9S7N5|B9S7N5_RICCO	WRN_exo|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	WRN_exo(39-220)|GT8_Glycogenin(271-517)|TMhelix(534-556)|TMhelix(605-627)|TMhelix(642-664)|TMhelix(702-724)|TMhelix(728-750)
tr|A0A131ZWZ5|A0A131ZWZ5_SARSC	GT-A	GT8_Glycogenin(5-255)
tr|A0A135LYY9|A0A135LYY9_PENPA	GT-A	GT8_Glycogenin(12-296)
tr|A0A135SM68|A0A135SM68_9PEZI	GT-A	Glyco_tranf_GTA_type(2-273)
tr|A0A135TQ71|A0A135TQ71_9PEZI	GT-A	GT8_Glycogenin(13-329)
tr|A0A135VAM6|A0A135VAM6_9PEZI	GT-A	GT8_Glycogenin(13-327)
tr|A0A136IPU2|A0A136IPU2_9PEZI	GT-A	GT8_Glycogenin(19-292)
tr|A0A136NR93|A0A136NR93_9CHLR	GT-A	GT8_Glycogenin(2-250)
tr|A0A137PDV2|A0A137PDV2_CONC2	GT-A	GT8_Glycogenin(10-227)
tr|A0A137QRP2|A0A137QRP2_9AGAR	GT-A	GT8_Glycogenin(7-289)
tr|A0A139AFH1|A0A139AFH1_GONPR	GT-A	Glyco_tranf_GTA_type(7-259)
tr|A0A139AKW3|A0A139AKW3_GONPR	GT-A	GT8_Glycogenin(18-292)
tr|A0A139GTK2|A0A139GTK2_9PEZI	GT-A	Glyco_tranf_GTA_type(16-319)
tr|A0A139GY53|A0A139GY53_9PEZI	GT-A	Glyco_tranf_GTA_type(55-298)
tr|A0A139HI97|A0A139HI97_9PEZI	GT-A	Glyco_tranf_GTA_type(155-387)
tr|A0A139HKC6|A0A139HKC6_9PEZI	GT-A	GT8_Glycogenin(26-322)
tr|A0A139HTS9|A0A139HTS9_9PEZI	GT-A	Glyco_tranf_GTA_type(165-407)
tr|A0A139HWU0|A0A139HWU0_9PEZI	GT-A	Glyco_tranf_GTA_type(16-319)
tr|A0A139HY39|A0A139HY39_9PEZI	GT-A	GT8_Glycogenin(30-257)
tr|A0A139I633|A0A139I633_9PEZI	GT-A	Glyco_tranf_GTA_type(56-343)
tr|A0A139II44|A0A139II44_9PEZI	GT-A	Glyco_tranf_GTA_type(40-318)
tr|A0A139WPI5|A0A139WPI5_TRICA	GT-A	GT8_Glycogenin(4-251)
tr|A0A146FCB3|A0A146FCB3_9EURO	GT-A	Glyco_tranf_GTA_type(55-313)
tr|A0A146FRW4|A0A146FRW4_9EURO	GT-A	GT8_Glycogenin(16-307)
tr|A0A150UQE7|A0A150UQE7_9PEZI	GT-A	Glyco_tranf_GTA_type(8-266)
tr|A0A150UT33|A0A150UT33_9PEZI	GT-A	Glyco_tranf_GTA_type(58-330)
tr|A0A150V8Y3|A0A150V8Y3_9PEZI	GT-A	GT8_Glycogenin(27-312)
tr|A0A151GU10|A0A151GU10_9HYPO	GT-A	Glyco_tranf_GTA_type(14-302)
tr|A0A151TW20|A0A151TW20_CAJCA	GT-A	GT8_Glycogenin(172-413)
tr|A0A151TW68|A0A151TW68_CAJCA	GT-A	PLN00176(1-326)
tr|A0A151TXR1|A0A151TXR1_CAJCA	GT-A	PLN00176(1-331)
tr|A0A151U4L3|A0A151U4L3_CAJCA	GT-A	PLN00176(1-320)
tr|A0A151U4T7|A0A151U4T7_CAJCA	GT-A	GT8_Glycogenin(242-473)
tr|A0A151WCV4|A0A151WCV4_HYPMA	GT-A	GT8_Glycogenin(6-286)
tr|A0A154PQH0|A0A154PQH0_9HYME	GT-A	GT8_Glycogenin(1-207)
tr|A0A159YYN2|A0A159YYN2_9RHOB	GT-A	Glyco_tranf_GTA_type(4-275)
tr|A0A161HI69|A0A161HI69_9ASCO	GT-A	GT8_Glycogenin(3-252)
tr|A0A161HLF5|A0A161HLF5_9ASCO	GT-A	GT8_Glycogenin(15-296)
tr|A0A161VNG1|A0A161VNG1_9RHOB	GT-A	Glyco_tranf_GTA_type(19-279)
tr|A0A162AKE8|A0A162AKE8_DAUCA	GT-A	Glyco_tranf_GTA_type(1-307)
tr|A0A162KVJ4|A0A162KVJ4_CORDF	GT-A	Glyco_tranf_GTA_type(15-301)
tr|A0A162N5D9|A0A162N5D9_PHYB8	GT-A	GT8_Glycogenin(9-281)
tr|A0A162N866|A0A162N866_PHYB8	GT-A	GT8_Glycogenin(2-250)
tr|A0A162P7S3|A0A162P7S3_9PEZI	GT-A	GT8_Glycogenin(11-291)
tr|A0A162QUS5|A0A162QUS5_MUCCL	GT-A	Glyco_tranf_GTA_type(10-276)
tr|A0A162X677|A0A162X677_DIDRA	GT-A	Glyco_tranf_GTA_type(12-311)
tr|A0A162XDI3|A0A162XDI3_PHYB8	GT-A	GT8_Glycogenin(10-280)
tr|A0A162YKA3|A0A162YKA3_MUCCL	GT-A	GT8_Glycogenin(2-248)
tr|A0A163DTF4|A0A163DTF4_DIDRA	GT-A	GT8_Glycogenin(17-300)
tr|A0A164U037|A0A164U037_9CRUS	GT-A	GT8_Glycogenin(4-244)
tr|A0A164UET9|A0A164UET9_9HOMO	GT-A	GT8_Glycogenin(6-287)
tr|A0A164UQS0|A0A164UQS0_9HOMO	GT-A	GT8_Glycogenin(6-275)
tr|A0A165CPE4|A0A165CPE4_EXIGL	GT-A	GT8_Glycogenin(8-286)
tr|A0A165CZ16|A0A165CZ16_EXIGL	GT-A	GT8_Glycogenin(26-314)
tr|A0A165DCL3|A0A165DCL3_9BASI	GT-A	GT8_Glycogenin(9-272)
tr|A0A165DQ73|A0A165DQ73_9APHY	GT-A	Glyco_tranf_GTA_type(84-306)
tr|A0A165EDN7|A0A165EDN7_9APHY	GT-A	GT8_Glycogenin(6-286)
tr|A0A165EY28|A0A165EY28_EXIGL	GT-A	Glyco_tranf_GTA_type(2-273)
tr|A0A165EY34|A0A165EY34_EXIGL	GT-A	GT8_Glycogenin(26-314)
tr|A0A165HHW5|A0A165HHW5_9PEZI	GT-A	GT8_Glycogenin(24-308)
tr|A0A165JD74|A0A165JD74_9BASI	GT-A	GT8_Glycogenin(2-262)
tr|A0A165UDX0|A0A165UDX0_9APHY	GT-A	GT8_Glycogenin(6-285)
tr|A0A165W1B7|A0A165W1B7_9HOMO	GT-A	GT8_Glycogenin(6-288)
tr|A0A166B1Z2|A0A166B1Z2_EXIGL	GT-A	Glyco_tranf_GTA_type(57-298)
tr|A0A166CC35|A0A166CC35_DAUCA	GT-A	PLN00176(21-329)
tr|A0A166E1W7|A0A166E1W7_9HOMO	GT-A	Glyco_tranf_GTA_type(13-296)
tr|A0A166E8V0|A0A166E8V0_DAUCA	GT-A	PLN00176(1-331)
tr|A0A166HD92|A0A166HD92_9HOMO	GT-A	GT8_Glycogenin(6-287)
tr|A0A166HHB1|A0A166HHB1_DAUCA	GT-A	Glyco_tranf_GTA_type(13-295)
tr|A0A166HHE9|A0A166HHE9_DAUCA	GT-A	Glyco_tranf_GTA_type(1-317)
tr|A0A166HHF4|A0A166HHF4_DAUCA	GT-A	Glyco_tranf_GTA_type(22-344)
tr|A0A166IGZ6|A0A166IGZ6_9HOMO	GT-A	GT8_Glycogenin(6-275)
tr|A0A166J5U2|A0A166J5U2_9HOMO	GT-A	Glyco_tranf_GTA_type(27-308)
tr|A0A166KCI1|A0A166KCI1_9HOMO	GT-A	GT8_Glycogenin(6-286)
tr|A0A166NJN3|A0A166NJN3_9PEZI	GT-A	GT8_Glycogenin(13-331)
tr|A0A166R082|A0A166R082_9PEZI	GT-A	GT8_Glycogenin(28-346)
tr|A0A166SXK2|A0A166SXK2_9PEZI	GT-A	GT8_Glycogenin(11-291)
tr|A0A166TYA1|A0A166TYA1_9HOMO	GT-A	GT8_Glycogenin(5-303)
tr|A0A166U1F8|A0A166U1F8_9HOMO	GT-A	Glyco_tranf_GTA_type(1-249)
tr|A0A166V4I0|A0A166V4I0_9HYPO	GT-A	GT8_Glycogenin(6-279)
tr|A0A167LHV5|A0A167LHV5_9HYPO	GT-A	Glyco_tranf_GTA_type(16-308)
tr|A0A167P734|A0A167P734_9BASI	GT-A	GT8_Glycogenin(24-301)
tr|A0A168F1K3|A0A168F1K3_9HYPO	GT-A	GT8_Glycogenin(13-283)
tr|A0A168N146|A0A168N146_ABSGL	GT-A	Glyco_tranf_GTA_type(4-294)
tr|A0A168PZQ4|A0A168PZQ4_ABSGL	GT-A	GT8_Glycogenin(5-249)
tr|A0A175YDK8|A0A175YDK8_DAUCA	GT-A	PLN00176(4-337)
tr|A0A177B9S7|A0A177B9S7_9METZ	GT-A	GT8_Glycogenin(6-254)
tr|A0A177BW61|A0A177BW61_9PLEO	GT-A	Glyco_tranf_GTA_type(54-328)
tr|A0A177CP42|A0A177CP42_9PLEO	GT-A	Glyco_tranf_GTA_type(14-322)
tr|A0A177CS23|A0A177CS23_9PLEO	GT-A	GT8_Glycogenin(19-302)
tr|A0A177CZJ6|A0A177CZJ6_9PLEO	GT-A	Glyco_tranf_GTA_type(19-305)
tr|A0A177DDS7|A0A177DDS7_ALTAL	GT-A	GT8_Glycogenin(19-302)
tr|A0A177DKU9|A0A177DKU9_ALTAL	GT-A	Glyco_tranf_GTA_type(9-306)
tr|A0A177DLY5|A0A177DLY5_ALTAL	GT-A	Glyco_tranf_GTA_type(94-387)
tr|A0A177DSK7|A0A177DSK7_ALTAL	GT-A	Glyco_tranf_GTA_type(149-390)
tr|A0A177DUQ7|A0A177DUQ7_ALTAL	GT-A	GT8_Glycogenin(8-246)
tr|A0A177T3H9|A0A177T3H9_9BASI	GT-A	GT8_Glycogenin(50-330)
tr|A0A177V261|A0A177V261_9BASI	GT-A	GT8_Glycogenin(17-369)
tr|A0A177VT76|A0A177VT76_9BASI	GT-A	GT8_Glycogenin(20-371)
tr|A0A177WKD9|A0A177WKD9_BATDE	GT-A	GT8_Glycogenin(6-266)
tr|A0A178ADB3|A0A178ADB3_9PLEO	GT-A	GT8_Glycogenin(18-300)
tr|A0A178AQH4|A0A178AQH4_9PLEO	GT-A	GT8_Glycogenin(8-246)
tr|A0A178AQJ4|A0A178AQJ4_9PLEO	GT-A	Glyco_tranf_GTA_type(164-406)
tr|A0A178AYN4|A0A178AYN4_9PLEO	GT-A	Glyco_tranf_GTA_type(12-309)
tr|A0A178B909|A0A178B909_9PLEO	GT-A	Glyco_tranf_GTA_type(204-486)
tr|A0A178DLK1|A0A178DLK1_9PLEO	GT-A	Glyco_tranf_GTA_type(35-292)
tr|A0A178DM13|A0A178DM13_9PLEO	GT-A	GT8_Glycogenin(18-301)
tr|A0A178DXL0|A0A178DXL0_9PLEO	GT-A	Glyco_tranf_GTA_type(48-278)
tr|A0A178E8N0|A0A178E8N0_9PLEO	GT-A	Glyco_tranf_GTA_type(12-314)
tr|A0A178EA22|A0A178EA22_9PLEO	GT-A	GT8_Glycogenin(8-246)
tr|A0A178YJQ2|A0A178YJQ2_SINSA	GT-A	Glyco_tranf_GTA_type(1-287)
tr|A0A178Z670|A0A178Z670_9EURO	GT-A	GT8_Glycogenin(13-297)
tr|A0A179F361|A0A179F361_METCM	GT-A	Glyco_tranf_GTA_type(12-328)
tr|A0A179F841|A0A179F841_METCM	GT-A	GT8_Glycogenin(11-289)
tr|A0A179G957|A0A179G957_METCM	GT-A	Glyco_tranf_GTA_type(113-350)
tr|A0A179HJE5|A0A179HJE5_9HYPO	GT-A	Glyco_tranf_GTA_type(24-317)
tr|A0A179URQ7|A0A179URQ7_BLAGS	GT-A	GT8_Glycogenin(18-308)
tr|A0A180GA97|A0A180GA97_PUCT1	GT-A	GT8_Glycogenin(5-276)
tr|A0A182E5W0|A0A182E5W0_ONCOC	GT-A	GT8_Glycogenin(3-241)
tr|A0A182FFZ2|A0A182FFZ2_ANOAL	GT-A	GT8_Glycogenin(4-253)
tr|A0A182GR08|A0A182GR08_AEDAL	GT-A	GT8_Glycogenin(4-253)
tr|A0A182I3X9|A0A182I3X9_ANOAR	GT-A	GT8_Glycogenin(4-253)
tr|A0A182JT37|A0A182JT37_9DIPT	GT-A	GT8_Glycogenin(4-242)
tr|A0A182MMP3|A0A182MMP3_9DIPT	GT-A	GT8_Glycogenin(4-253)
tr|A0A182NHA4|A0A182NHA4_9DIPT	GT-A	GT8_Glycogenin(1-250)
tr|A0A182P4G0|A0A182P4G0_9DIPT	GT-A	GT8_Glycogenin(55-304)
tr|A0A182T6S1|A0A182T6S1_9DIPT	GT-A	GT8_Glycogenin(11-260)
tr|A0A182TF17|A0A182TF17_9DIPT	GT-A	GT8_Glycogenin(1-253)
tr|A0A182V0T7|A0A182V0T7_ANOME	GT-A	GT8_Glycogenin(40-289)
tr|A0A182WJ06|A0A182WJ06_9DIPT	GT-A	GT8_Glycogenin(4-253)
tr|A0A182X4T9|A0A182X4T9_ANOQN	GT-A	GT8_Glycogenin(4-253)
tr|A0A182XZA2|A0A182XZA2_ANOST	GT-A	GT8_Glycogenin(8-257)
tr|A0A194VH82|A0A194VH82_9PEZI	GT-A	GT8_Glycogenin(13-304)
tr|A0A194W7R5|A0A194W7R5_9PEZI	GT-A	Glyco_tranf_GTA_type(51-374)
tr|A0A194W8E8|A0A194W8E8_9PEZI	GT-A	Glyco_tranf_GTA_type(147-402)
tr|A0A194W8R7|A0A194W8R7_9PEZI	GT-A	GT8_Glycogenin(13-304)
tr|A0A194XDY2|A0A194XDY2_9HELO	GT-A	GT8_Glycogenin(14-301)
tr|A0A194XGV4|A0A194XGV4_9HELO	GT-A	Glyco_tranf_GTA_type(1-219)
tr|A0A194XL20|A0A194XL20_9HELO	GT-A	GT8_Glycogenin(8-247)
tr|A0A194XMQ3|A0A194XMQ3_9HELO	GT-A	Glyco_tranf_GTA_type(11-303)
tr|A0A194YQA3|A0A194YQA3_SORBI	GT-A	GT8_Glycogenin(328-573)
tr|A0A197KJK1|A0A197KJK1_9FUNG	GT-A	GT8_Glycogenin(2-207)
tr|A0A199UPD5|A0A199UPD5_ANACO	GT-A	GT8_Glycogenin(86-331)
tr|A0A199V972|A0A199V972_ANACO	GT-A	Glyco_tranf_GTA_type(18-276)
tr|A0A199V9R3|A0A199V9R3_ANACO	GT-A	GT8_Glycogenin(222-466)
tr|A0A199VG24|A0A199VG24_ANACO	GT-A	GT8_Glycogenin(373-618)
tr|A0A199VRF3|A0A199VRF3_ANACO	GT-A	GT8_Glycogenin(144-389)
tr|A0A199VX76|A0A199VX76_ANACO	GT-A	GT8_Glycogenin(222-466)
tr|A0A199VXM1|A0A199VXM1_ANACO	GT-A	PLN00176(1-346)
tr|A0A199W3E9|A0A199W3E9_ANACO	GT-A	GT8_Glycogenin(275-520)
tr|A0A1A0HKE4|A0A1A0HKE4_9ASCO	GT-A	Glyco_tranf_GTA_type(2-317)
tr|A0A1A6AEI9|A0A1A6AEI9_9TREE	GT-A	GT8_Glycogenin(5-282)
tr|A0A1A6AGE2|A0A1A6AGE2_9TREE	GT-A	GT8_Glycogenin(20-277)
tr|A0A1A9V224|A0A1A9V224_GLOAU	GT-A	GT8_Glycogenin(25-272)
tr|A0A1A9WJW5|A0A1A9WJW5_9MUSC	GT-A	GT8_Glycogenin(1-248)
tr|A0A1A9XQT2|A0A1A9XQT2_GLOFF	GT-A	GT8_Glycogenin(1-205)
tr|A0A1A9ZAT0|A0A1A9ZAT0_GLOPL	GT-A	GT8_Glycogenin(16-263)
tr|A0A1B0GCA5|A0A1B0GCA5_GLOMM	GT-A	GT8_Glycogenin(4-251)
tr|A0A1B7NJ19|A0A1B7NJ19_9HOMO	GT-A	GT8_Glycogenin(6-280)
tr|A0A1B7NUU6|A0A1B7NUU6_9EURO	GT-A	GT8_Glycogenin(18-324)
tr|A0A1B7NVK2|A0A1B7NVK2_9EURO	GT-A	GT8_Glycogenin(7-246)
tr|A0A1B8AVL5|A0A1B8AVL5_FUSPO	GT-A	GT8_Glycogenin(5-296)
tr|A0A1B8B5G8|A0A1B8B5G8_FUSPO	GT-A	GT8_Glycogenin(10-232)
tr|A0A1B8B976|A0A1B8B976_FUSPO	GT-A	GT8_Glycogenin(16-308)
tr|A0A1B8BWC1|A0A1B8BWC1_9PEZI	GT-A	Glyco_tranf_GTA_type(69-346)
tr|A0A1B8DVQ1|A0A1B8DVQ1_9PEZI	GT-A	Glyco_tranf_GTA_type(54-346)
tr|A0A1B8EJ93|A0A1B8EJ93_9PEZI	GT-A	Glyco_tranf_GTA_type(4-317)
tr|A0A1B8GMM4|A0A1B8GMM4_9PEZI	GT-A	Glyco_tranf_GTA_type(21-350)
tr|A0A1B9G8E6|A0A1B9G8E6_9TREE	GT-A	GT8_Glycogenin(5-270)
tr|A0A1B9GAA4|A0A1B9GAA4_9TREE	GT-A	GT8_Glycogenin(17-276)
tr|A0A1B9GJL4|A0A1B9GJL4_9TREE	GT-A	Glyco_tranf_GTA_type(93-358)
tr|A0A1B9GQN0|A0A1B9GQN0_9TREE	GT-A	Glyco_tranf_GTA_type(38-300)
tr|A0A1B9IDM8|A0A1B9IDM8_9TREE	GT-A	GT8_Glycogenin(20-277)
tr|A0A1B9IJ39|A0A1B9IJ39_9TREE	GT-A	GT8_Glycogenin(18-275)
tr|A0A1B9IME2|A0A1B9IME2_9TREE	GT-A	Glyco_tranf_GTA_type(5-212)
tr|A0A1B9SAC6|A0A1B9SAC6_9RHIZ	GT-A	Glyco_tranf_GTA_type(7-274)
tr|A0A1C0SEJ3|A0A1C0SEJ3_9RHIZ	GT-A	Glyco_tranf_GTA_type(8-283)
tr|A0A1C1CIX2|A0A1C1CIX2_9EURO	GT-A	GT8_Glycogenin(6-290)
tr|A0A1C1CPQ1|A0A1C1CPQ1_9EURO	GT-A	GT8_Glycogenin(13-303)
tr|A0A1C1Z0L5|A0A1C1Z0L5_9RHIZ	GT-A	Glyco_tranf_GTA_type(3-281)
tr|A0A1C3UTJ5|A0A1C3UTJ5_9RHIZ	GT-A	Glyco_tranf_GTA_type(16-281)
tr|A0A1C3YIK0|A0A1C3YIK0_GIBZE	GT-A	GT8_Glycogenin(10-250)
tr|A0A1C7MPE6|A0A1C7MPE6_GRIFR	GT-A	GT8_Glycogenin(5-262)
tr|A0A1C7MT61|A0A1C7MT61_GRIFR	GT-A	GT8_Glycogenin(6-286)
tr|A0A1C7N466|A0A1C7N466_9FUNG	GT-A	GT8_Glycogenin(2-250)
tr|A0A1C7NHM4|A0A1C7NHM4_9FUNG	GT-A	GT8_Glycogenin(10-287)
tr|A0A1C7P271|A0A1C7P271_9RHIZ	GT-A	Glyco_tranf_GTA_type(8-284)
tr|A0A1D1UD79|A0A1D1UD79_RAMVA	GT-A	GT8_Glycogenin(72-324)
tr|A0A1D1UGU5|A0A1D1UGU5_RAMVA	GT-A	GT8_Glycogenin(72-324)
tr|A0A1D2MYF1|A0A1D2MYF1_ORCCI	GT-A	Glyco_tranf_GTA_type(8-180)
tr|A0A1D2VFT4|A0A1D2VFT4_9ASCO	GT-A	Glyco_tranf_GTA_type(1-293)
tr|A0A1D5PAA8|A0A1D5PAA8_CHICK	GT-A	GT8_Glycogenin(4-254)
tr|A0A1D5RAI0|A0A1D5RAI0_MACMU	GT-A	GT8_Glycogenin(32-225)
tr|A0A1D5RFT4|A0A1D5RFT4_MACMU	GT-A	GT8_Glycogenin(37-288)
tr|A0A1D5TQ23|A0A1D5TQ23_WHEAT	GT-A	Glyco_tranf_GTA_type(1-256)
tr|A0A1D5TR42|A0A1D5TR42_WHEAT	GT-A	PLN00176(13-322)
tr|A0A1D5V0S1|A0A1D5V0S1_WHEAT	GT-A	PLN00176(12-322)
tr|A0A1D5XM82|A0A1D5XM82_WHEAT	GT-A	PLN00176(1-336)
tr|A0A1D5XYD6|A0A1D5XYD6_WHEAT	GT-A	PLN00176(1-339)
tr|A0A1D6HAF0|A0A1D6HAF0_MAIZE	GT-A	GT8_Glycogenin(312-557)
tr|A0A1D6INX8|A0A1D6INX8_MAIZE	GT-A	Glyco_tranf_GTA_type(1-260)
tr|A0A1D6N5K0|A0A1D6N5K0_MAIZE	GT-A	GT8_Glycogenin(307-552)
tr|A0A1D6RMU3|A0A1D6RMU3_WHEAT	GT-A	Glyco_tranf_GTA_type(9-256)
tr|A0A1D6S279|A0A1D6S279_WHEAT	GT-A	GT8_Glycogenin(316-561)
tr|A0A1D6S3T2|A0A1D6S3T2_WHEAT	GT-A	GT8_Glycogenin(316-561)
tr|A0A1D6YD64|A0A1D6YD64_CICAR	GT-A	PLN00176(1-339)
tr|A0A1D6YD67|A0A1D6YD67_CICAR	GT-A	PLN00176(1-325)
tr|A0A1D8PKH2|A0A1D8PKH2_CANAL	GT-A	GT8_Glycogenin(3-250)
tr|A0A1E1JUS3|A0A1E1JUS3_9HELO	GT-A	GT8_Glycogenin(11-295)
tr|A0A1E1LE56|A0A1E1LE56_9HELO	GT-A	GT8_Glycogenin(12-301)
tr|A0A1E3B8F7|A0A1E3B8F7_9EURO	GT-A	Glyco_tranf_GTA_type(16-292)
tr|A0A1E3BKB8|A0A1E3BKB8_9EURO	GT-A	GT8_Glycogenin(10-293)
tr|A0A1E3BKJ8|A0A1E3BKJ8_9EURO	GT-A	Glyco_tranf_GTA_type(8-299)
tr|A0A1E3I758|A0A1E3I758_9TREE	GT-A	Glyco_tranf_GTA_type(14-297)
tr|A0A1E3IKJ1|A0A1E3IKJ1_9TREE	GT-A	GT8_Glycogenin(17-349)
tr|A0A1E3NJW1|A0A1E3NJW1_9ASCO	GT-A	GT8_Glycogenin(11-284)
tr|A0A1E3NSU9|A0A1E3NSU9_9ASCO	GT-A	GT8_Glycogenin(4-265)
tr|A0A1E3NU84|A0A1E3NU84_WICAO	GT-A	GT8_Glycogenin(12-294)
tr|A0A1E3P863|A0A1E3P863_WICAO	GT-A	GT8_Glycogenin(3-253)
tr|A0A1E3PPK0|A0A1E3PPK0_9ASCO	GT-A	GT8_Glycogenin(3-284)
tr|A0A1E3PSG5|A0A1E3PSG5_9ASCO	GT-A	GT8_Glycogenin(14-296)
tr|A0A1E3Q4V0|A0A1E3Q4V0_LIPST	GT-A	GT8_Glycogenin(13-287)
tr|A0A1E3QEI5|A0A1E3QEI5_LIPST	GT-A	Glyco_tranf_GTA_type(70-292)
tr|A0A1E3QM05|A0A1E3QM05_9ASCO	GT-A	GT8_Glycogenin(3-259)
tr|A0A1E3QQM4|A0A1E3QQM4_9ASCO	GT-A	GT8_Glycogenin(3-280)
tr|A0A1E4RQ64|A0A1E4RQ64_9ASCO	GT-A	Glyco_tranf_GTA_type(3-320)
tr|A0A1E4RR06|A0A1E4RR06_9ASCO	GT-A	GT8_Glycogenin(4-259)
tr|A0A1E4RZH1|A0A1E4RZH1_CYBJA	GT-A	GT8_Glycogenin(9-286)
tr|A0A1E4S3U5|A0A1E4S3U5_CYBJA	GT-A	GT8_Glycogenin(3-254)
tr|A0A1E4SDN0|A0A1E4SDN0_9ASCO	GT-A	Glyco_tranf_GTA_type(2-313)
tr|A0A1E4SIN7|A0A1E4SIN7_9ASCO	GT-A	GT8_Glycogenin(4-254)
tr|A0A1E4SVW7|A0A1E4SVW7_9ASCO	GT-A	GT8_Glycogenin(1-251)
tr|A0A1E4T0L2|A0A1E4T0L2_9ASCO	GT-A	Glyco_tranf_GTA_type(23-317)
tr|A0A1E4TLP8|A0A1E4TLP8_9ASCO	GT-A	GT8_Glycogenin(4-238)
tr|A0A1E4TQX2|A0A1E4TQX2_PACTA	GT-A	GT8_Glycogenin(12-260)
tr|A0A1E5RLY7|A0A1E5RLY7_9ASCO	GT-A	Glyco_tranf_GTA_type(26-213)
tr|A0A1E5UM45|A0A1E5UM45_9POAL	GT-A	GT8_Glycogenin(227-452)
tr|A0A1E5UPN5|A0A1E5UPN5_9POAL	GT-A	GT8_Glycogenin(263-508)
tr|A0A1E5VB13|A0A1E5VB13_9POAL	GT-A	GT8_Glycogenin(320-562)
tr|A0A1E7EPK2|A0A1E7EPK2_9STRA	GT-A	Glyco_tranf_GTA_type(164-370)
tr|A0A1F5L905|A0A1F5L905_9EURO	GT-A	Glyco_tranf_GTA_type(13-298)
tr|A0A1F5LP01|A0A1F5LP01_9EURO	GT-A	GT8_Glycogenin(17-303)
tr|A0A1F6WMZ4|A0A1F6WMZ4_9BACT	GT-A	Glyco_tranf_GTA_type(5-263)
tr|A0A1F8A3P1|A0A1F8A3P1_9EURO	GT-A	GT8_Glycogenin(10-299)
tr|A0A1G4AQN9|A0A1G4AQN9_9PEZI	GT-A	GT8_Glycogenin(13-327)
tr|A0A1G4BDU0|A0A1G4BDU0_9PEZI	GT-A	Glyco_tranf_GTA_type(2-276)
tr|A0A1G4JCH8|A0A1G4JCH8_9SACH	GT-A	Glyco_tranf_GTA_type(136-378)
tr|A0A1G4JCK9|A0A1G4JCK9_9SACH	GT-A	GT8_Glycogenin(10-276)
tr|A0A1G4KBW1|A0A1G4KBW1_9SACH	GT-A	GT8_Glycogenin(6-263)
tr|A0A1G4KGN4|A0A1G4KGN4_9SACH	GT-A	Glyco_tranf_GTA_type(135-373)
tr|A0A1G4MH57|A0A1G4MH57_LACFM	GT-A	Glyco_tranf_GTA_type(137-371)
tr|A0A1G4W974|A0A1G4W974_9FIRM	GT-A	Glyco_tranf_GTA_type(3-219)
tr|A0A1G5NW16|A0A1G5NW16_AFIMA	GT-A	Glyco_tranf_GTA_type(4-250)
tr|A0A1G7AW41|A0A1G7AW41_9RHOB	GT-A	Glyco_tranf_GTA_type(4-260)
tr|A0A1G7IBA0|A0A1G7IBA0_9RHOB	GT-A	Glyco_tranf_GTA_type(3-277)
tr|A0A1G8K8B3|A0A1G8K8B3_9RHOB	GT-A	Glyco_tranf_GTA_type(4-279)
tr|A0A1G8YK02|A0A1G8YK02_9RHOB	GT-A	Glyco_tranf_GTA_type(8-206)
tr|A0A1G9B1W0|A0A1G9B1W0_9RHOB	GT-A	GT8_Glycogenin(21-265)
tr|A0A1G9C6V1|A0A1G9C6V1_9RHOB	GT-A	Glyco_tranf_GTA_type(3-274)
tr|A0A1H2M112|A0A1H2M112_9ACTN	GT-A	GT8_Glycogenin(11-281)
tr|A0A1H3LCK4|A0A1H3LCK4_9RHOB	GT-A	Glyco_tranf_GTA_type(3-261)
tr|A0A1H5SCB7|A0A1H5SCB7_9RHOB	GT-A	Glyco_tranf_GTA_type(4-277)
tr|A0A1H6Z618|A0A1H6Z618_9MICO	GT-A	Glyco_tranf_GTA_type(15-272)
tr|A0A1H7YIU4|A0A1H7YIU4_9RHOB	GT-A	Glyco_tranf_GTA_type(3-250)
tr|A0A1H8MNX2|A0A1H8MNX2_9RHOB	GT-A	Glyco_tranf_GTA_type(29-274)
tr|A0A1H9DIE8|A0A1H9DIE8_9RHOB	GT-A	Glyco_tranf_GTA_type(73-183)
tr|A0A1H9J4D6|A0A1H9J4D6_9ACTN	GT-A	GT8_Glycogenin(7-277)
tr|A0A1H9LVQ8|A0A1H9LVQ8_9BACT	GT-A	GT8_Glycogenin(21-265)
tr|A0A1H9RCH1|A0A1H9RCH1_9RHOB	GT-A	GT8_Glycogenin(14-257)
tr|A0A1I0GEY9|A0A1I0GEY9_9RHOB	GT-A	Glyco_tranf_GTA_type(32-277)
tr|A0A1I0S8G0|A0A1I0S8G0_9BACT	GT-A	Glyco_tranf_GTA_type(7-251)
tr|A0A1I1BXR3|A0A1I1BXR3_9RHIZ	GT-A	Glyco_tranf_GTA_type(4-269)
tr|A0A1I1NIA6|A0A1I1NIA6_9RHOB	GT-A	Glyco_tranf_GTA_type(3-280)
tr|A0A1I3D7R6|A0A1I3D7R6_9RHOB	GT-A	Glyco_tranf_GTA_type(16-259)
tr|A0A1I3QVY4|A0A1I3QVY4_9RHOB	GT-A	Glyco_tranf_GTA_type(14-193)
tr|A0A1I4V0M7|A0A1I4V0M7_9BURK	GT-A	Glyco_tranf_GTA_type(2-254)
