tr|H5UNQ6|H5UNQ6_9MICO	YjiC|GT-A|GT-A	YjiC(1-119)|Glyco_tranf_GTA_type(347-478)|Glyco_tranf_GTA_type(509-553)
tr|A0A239LC12|A0A239LC12_9BACT	GT-A	Glyco_tranf_GTA_type(60-271)
tr|A0A239RL85|A0A239RL85_9BACT	GT-A	Glyco_tranf_GTA_type(6-173)
tr|A0A239XAV7|A0A239XAV7_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-230)
tr|A0A239XBM0|A0A239XBM0_9SPHI	GT-A	GT2_Chondriotin_Pol_N(13-237)
tr|A0A239XBS5|A0A239XBS5_9SPHI	GT-A	GT2_Chondriotin_Pol_N(8-232)
tr|A0A239XI84|A0A239XI84_9FLAO	GT-A	Glycos_transf_2(4-169)
tr|A0A240E2R9|A0A240E2R9_9BURK	GT-A	GT2_Chondriotin_Pol_N(8-238)
tr|A0A243P9G7|A0A243P9G7_9SPHN	GT-A	Glyco_tranf_GTA_type(9-201)
tr|A0A249T1R1|A0A249T1R1_9BACT	GT-A	Glyco_tranf_GTA_type(8-219)
tr|A0A251WAJ5|A0A251WAJ5_9CYAN	GT-A	Glyco_tranf_GTA_type(4-200)
tr|A0A251X563|A0A251X563_9GAMM	GT-A	Glyco_tranf_GTA_type(12-244)
tr|A0A252BTQ0|A0A252BTQ0_9PROT	GT-A	GT2(1-181)
tr|A0A252D2X4|A0A252D2X4_9NOSO	GT-A	Glyco_tranf_GTA_type(14-215)
tr|A0A254Q095|A0A254Q095_9BURK	GT-A	GT2_Chondriotin_Pol_N(4-234)
tr|A0A254QU24|A0A254QU24_9RHOB	GT-A	Glyco_tranf_GTA_type(13-213)
tr|A0A254T8L8|A0A254T8L8_9BURK	GT-A	GT2_Chondriotin_Pol_N(11-244)
tr|A0A255GAU5|A0A255GAU5_9ACTN	GT-A	mycofact_glyco(29-312)
tr|A0A255HF95|A0A255HF95_9ACTN	GT-A	mycofact_glyco(127-423)
tr|A0A255MB08|A0A255MB08_KOCVA	GT-A	Glyco_tranf_GTA_type(70-222)
tr|A0A255MD58|A0A255MD58_KOCVA	GT-A	Glyco_tranf_GTA_type(37-221)
tr|A0A255R6Y1|A0A255R6Y1_9PLAN	GT-A	Glyco_tranf_GTA_type(14-243)
tr|A0A255REP3|A0A255REP3_9PLAN	GT-A	Glyco_tranf_GTA_type(4-117)
tr|A0A255REQ4|A0A255REQ4_9PLAN	GT-A	Glyco_tranf_GTA_type(116-298)
tr|A0A255SSY1|A0A255SSY1_9BACT	GT-A	Glycos_transf_2(6-166)
tr|A0A255TCW2|A0A255TCW2_9BACT	GT-A	Glyco_tranf_GTA_type(26-222)
tr|A0A255Z162|A0A255Z162_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A255ZFY6|A0A255ZFY6_9BURK	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A255ZRR1|A0A255ZRR1_9FLAO	GT-A	Glyco_tranf_GTA_type(207-393)
tr|A0A256A168|A0A256A168_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-233)
tr|A0A256A337|A0A256A337_9FLAO	GT-A	GT2_Chondriotin_Pol_N(9-230)
tr|A0A256B976|A0A256B976_9CYAN	GT-A	Glycos_transf_2(6-162)
tr|A0A256BA71|A0A256BA71_9CYAN	GT-A	Glyco_tranf_GTA_type(5-196)
tr|A0A256BCC9|A0A256BCC9_9CYAN	GT-A	Glyco_tranf_GTA_type(5-196)
tr|A0A257CX97|A0A257CX97_9BURK	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A257EG11|A0A257EG11_9BURK	GT-A	Glyco_tranf_GTA_type(14-174)
tr|A0A257FWC4|A0A257FWC4_9BURK	GT-A	Glyco_tranf_GTA_type(6-238)
tr|A0A257H2C2|A0A257H2C2_9BURK	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A257J4Q9|A0A257J4Q9_9PROT	GT-A	Glycos_transf_2(19-188)
tr|A0A257K3E7|A0A257K3E7_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A257LUV6|A0A257LUV6_9BACT	GT-A	Glyco_tranf_GTA_type(5-179)
tr|A0A258X4Q2|A0A258X4Q2_9PROT	GT-A	Glyco_tranf_GTA_type(8-240)
tr|A0A259QRN2|A0A259QRN2_9GAMM	GT-A	Glyco_tranf_GTA_type(5-226)
tr|A0A259TYC9|A0A259TYC9_9BACT	GT-A	Glyco_tranf_GTA_type(7-214)
tr|A0A260X7B4|A0A260X7B4_9NOCA	GT-A	GT2(1-243)
tr|A0A261D259|A0A261D259_9ACTN	GT-A	Glyco_tranf_GTA_type(32-254)
tr|A0A261PZQ0|A0A261PZQ0_9BACT	GT-A	GT2_Chondriotin_Pol_N(9-235)
tr|A0A265UXJ8|A0A265UXJ8_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A265UXU3|A0A265UXU3_9FLAO	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A268E736|A0A268E736_9BACI	GT-A	Glyco_tranf_GTA_type(9-229)
tr|A0A285N890|A0A285N890_9PSED	GT-A	GT2(1-233)
tr|A0A285X7P7|A0A285X7P7_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A286D814|A0A286D814_9GAMM	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A286DW06|A0A286DW06_9ACTN	GT-A	Glyco_tranf_GTA_type(6-217)
tr|A0A286E9A1|A0A286E9A1_9NEIS	GT-A	GT2_Chondriotin_Pol_N(7-232)
tr|A0A286RHB4|A0A286RHB4_9PLAN	GT-A	Glyco_tranf_GTA_type(8-232)
tr|A0A291GC34|A0A291GC34_9RHOB	GT-A	Glyco_tranf_GTA_type(7-235)
tr|A0A291QXF1|A0A291QXF1_9BACT	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A2A2I3K0|A0A2A2I3K0_9ALTE	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A2A2TIA9|A0A2A2TIA9_9CYAN	GT-A	Glyco_tranf_GTA_type(9-210)
tr|A0A2A2W430|A0A2A2W430_9PLAN	GT-A	Glyco_tranf_GTA_type(26-255)
tr|A0A2A2YHY9|A0A2A2YHY9_9COXI	GT-A	GT2_Chondriotin_Pol_N(11-240)
tr|A0A2A3ACZ8|A0A2A3ACZ8_9MICC	GT-A	Glyco_tranf_GTA_type(14-236)
tr|A0A2A3C8D8|A0A2A3C8D8_9RHIZ	GT-A	GT2(1-275)
tr|A0A2A3VLU7|A0A2A3VLU7_9GAMM	GT-A	GT2_Chondriotin_Pol_N(8-238)
tr|A0A2A4EC87|A0A2A4EC87_9MICO	GT-A	Glyco_tranf_GTA_type(33-233)
tr|A0A2A4G243|A0A2A4G243_9FLAO	GT-A	GT2_Chondriotin_Pol_N(13-242)
tr|A0A2A4IAI1|A0A2A4IAI1_9SPHN	GT-A	Glyco_tranf_GTA_type(13-212)
tr|A0A2A4KPS4|A0A2A4KPS4_9ACTN	GT-A	GT2(156-339)
tr|A0A2A4RM44|A0A2A4RM44_9BACT	GT-A	GT2(14-270)
tr|A0A2A4TRT2|A0A2A4TRT2_9GAMM	GT-A	GT2_Chondriotin_Pol_N(10-241)
tr|A0A2A4TT91|A0A2A4TT91_9GAMM	GT-A	GT2_Chondriotin_Pol_N(10-241)
tr|A0A2A4UGR5|A0A2A4UGR5_9PROT	GT-A	GT2_Chondriotin_Pol_N(7-231)
tr|A0A2A5DWC3|A0A2A5DWC3_9BACT	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A2A6ASW2|A0A2A6ASW2_9ALTE	GT-A	Glyco_tranf_GTA_type(4-198)
tr|A0A2A9F127|A0A2A9F127_9MICO	GT-A	Glyco_tranf_GTA_type(8-222)
tr|A0A2B8APM1|A0A2B8APM1_9ACTN	GT-A	Glyco_tranf_GTA_type(9-238)
tr|A0A2B8ASL8|A0A2B8ASL8_9ACTN	GT-A	Glyco_tranf_GTA_type(4-210)
tr|A0A2C6MPM5|A0A2C6MPM5_9VIBR	GT-A	GT2_Chondriotin_Pol_N(5-225)
tr|A0A2C6WG75|A0A2C6WG75_NOSLI	GT-A	Glyco_tranf_GTA_type(14-215)
tr|A0A2D0A519|A0A2D0A519_9SPHI	GT-A	Glyco_tranf_GTA_type(11-203)
tr|A0A2D0I3Z3|A0A2D0I3Z3_9HELI	GT-A	Glyco_tranf_GTA_type(8-243)
tr|A0A2D0KKP1|A0A2D0KKP1_9GAMM	GT-A	Glyco_tranf_GTA_type(5-219)
tr|A0A2D0KLV6|A0A2D0KLV6_9GAMM	GT-A	Glyco_tranf_GTA_type(5-222)
tr|A0A2D1UA38|A0A2D1UA38_9SPHI	GT-A	GT2_Chondriotin_Pol_N(9-234)
tr|A0A2D1UCH4|A0A2D1UCH4_9SPHI	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A2D2Q3Y9|A0A2D2Q3Y9_SYNLI	GT-A	Glycos_transf_2(4-168)
tr|A0A2D3VUY2|A0A2D3VUY2_9HELI	GT-A	Glyco_tranf_GTA_type(5-233)
tr|A0A2D3WCW3|A0A2D3WCW3_9HELI	GT-A	Glyco_tranf_GTA_type(8-242)
tr|A0A2D6EC73|A0A2D6EC73_9SPHN	GT-A	GT2(1-214)
tr|A0A2D6JMF7|A0A2D6JMF7_9PROT	GT-A	Glyco_tranf_GTA_type(11-243)
tr|A0A2D7EFQ9|A0A2D7EFQ9_9PLAN	GT-A	Glyco_tranf_GTA_type(11-237)
tr|A0A2D8J5W4|A0A2D8J5W4_9ALTE	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A2D8R7H9|A0A2D8R7H9_9GAMM	GT-A	Glyco_tranf_GTA_type(101-232)
tr|A0A2D8SS53|A0A2D8SS53_9FLAO	GT-A	Glycos_transf_2(4-167)
tr|A0A2E0FD88|A0A2E0FD88_9FLAO	GT-A	Glycos_transf_2(3-161)
tr|A0A2E1GB88|A0A2E1GB88_9ACTN	GT-A	GT2(31-272)
tr|A0A2E2UQ14|A0A2E2UQ14_9DEIN	GT-A	Glycos_transf_2(7-161)
tr|A0A2E3VP06|A0A2E3VP06_9FLAO	GT-A	GT2_Chondriotin_Pol_N(13-242)
tr|A0A2E4PIB2|A0A2E4PIB2_FLASP	GT-A	Glyco_tranf_GTA_type(3-168)
tr|A0A2E4PMH6|A0A2E4PMH6_FLASP	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A2E4PPJ2|A0A2E4PPJ2_FLASP	GT-A	GT2_Chondriotin_Pol_N(9-230)
tr|A0A2E4QSR4|A0A2E4QSR4_9RHOB	GT-A	Glyco_tranf_GTA_type(40-237)
tr|A0A2E6XYJ3|A0A2E6XYJ3_9RHOB	GT-A	Glyco_tranf_GTA_type(25-158)
tr|A0A2G1MEI0|A0A2G1MEI0_9RHOB	GT-A	Glyco_tranf_GTA_type(16-211)
tr|A0A2G1VXN6|A0A2G1VXN6_9PLAN	GT-A	GT2(82-214)
tr|A0A2G2CFA4|A0A2G2CFA4_9HELI	GT-A	Glyco_tranf_GTA_type(5-243)
tr|A0A2G2F2W8|A0A2G2F2W8_9FLAO	GT-A	Glycos_transf_2(3-153)
tr|A0A2G2JDU4|A0A2G2JDU4_9FLAO	GT-A	Glyco_tranf_GTA_type(2-205)
tr|A0A2G2K4V2|A0A2G2K4V2_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A2G3J8F3|A0A2G3J8F3_9NEIS	GT-A	Glyco_tranf_GTA_type(8-236)
tr|A0A2G4EW05|A0A2G4EW05_9CYAN	GT-A	Glyco_tranf_GTA_type(5-184)
tr|A0A2G5KBL8|A0A2G5KBL8_9FLAO	GT-A	GT2_Chondriotin_Pol_N(12-241)
tr|A0A2G5KSY1|A0A2G5KSY1_9FLAO	GT-A	GT2_Chondriotin_Pol_N(7-236)
tr|A0A2G5KTN1|A0A2G5KTN1_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-229)
tr|A0A2G5L4G9|A0A2G5L4G9_9BACT	GT-A	Glycos_transf_2(4-170)
tr|A0A2G6LXS9|A0A2G6LXS9_9BACT	GT-A	Glyco_tranf_GTA_type(4-238)
tr|A0A2G6QY21|A0A2G6QY21_9BACT	GT-A	Glycos_transf_2(3-165)
tr|A0A2G6VTA5|A0A2G6VTA5_9FLAO	GT-A	Glyco_tranf_GTA_type(243-414)
tr|A0A2G6VXN5|A0A2G6VXN5_9FLAO	GT-A	Glyco_tranf_GTA_type(3-167)
tr|A0A2G6W1G7|A0A2G6W1G7_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A2G8MPV0|A0A2G8MPV0_9RHIZ	GT-A	GT2(75-264)
tr|A0A2G8MQ66|A0A2G8MQ66_9RHIZ	GT-A	Glyco_tranf_GTA_type(13-212)
tr|A0A2H0L5Y3|A0A2H0L5Y3_9BACT	GT-A	Glyco_tranf_GTA_type(5-124)
tr|A0A2H0S8Q1|A0A2H0S8Q1_9BACT	GT-A	GT2(1-220)
tr|A0A2H0UMF5|A0A2H0UMF5_9BACT	GT-A	Glyco_tranf_GTA_type(10-236)
tr|A0A2H1E7I0|A0A2H1E7I0_9FLAO	GT-A	Glyco_tranf_GTA_type(3-168)
tr|A0A2H6JPY9|A0A2H6JPY9_9BACT	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A2I2KEY7|A0A2I2KEY7_9PROT	GT-A	Glyco_tranf_GTA_type(306-459)
tr|A0A2I7N573|A0A2I7N573_9NEIS	GT-A	Glyco_tranf_GTA_type(5-213)
tr|A0A2I8AD12|A0A2I8AD12_9NOSO	GT-A	Glyco_tranf_GTA_type(14-215)
tr|A0A2I8DFS7|A0A2I8DFS7_9BURK	GT-A	Glyco_tranf_GTA_type(10-204)
tr|A0A2I9E104|A0A2I9E104_9FLAO	GT-A	GT2_Chondriotin_Pol_N(10-239)
tr|A0A2J6XTS5|A0A2J6XTS5_9BACT	GT-A	Glyco_tranf_GTA_type(5-198)
tr|A0A2J8GPS9|A0A2J8GPS9_VIBDI	GT-A	Glyco_tranf_GTA_type(10-239)
tr|A0A2K1DZZ0|A0A2K1DZZ0_9SPHN	GT-A	Glyco_tranf_GTA_type(2-222)
tr|A0A2K1E090|A0A2K1E090_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-226)
tr|A0A2K1Q1Q5|A0A2K1Q1Q5_9GAMM	GT-A	GT2_Chondriotin_Pol_N(6-228)
tr|A0A2K1Q1Q7|A0A2K1Q1Q7_9GAMM	GT-A	GT2_Chondriotin_Pol_N(7-233)
tr|A0A2K2FY18|A0A2K2FY18_9SPHN	GT-A	GT2(5-214)
tr|A0A2K2Z737|A0A2K2Z737_9FLAO	GT-A	Glyco_tranf_GTA_type(4-175)
tr|A0A2K2ZBM5|A0A2K2ZBM5_9FLAO	GT-A	GT2_Chondriotin_Pol_N(6-235)
tr|A0A2K8KP84|A0A2K8KP84_9GAMM	GT-A	GT2_Chondriotin_Pol_N(32-261)
tr|A0A2K8VAW5|A0A2K8VAW5_9FLAO	GT-A	Glyco_tranf_GTA_type(6-230)
tr|A0A2K8X512|A0A2K8X512_9FLAO	GT-A	Glyco_tranf_GTA_type(7-202)
tr|A0A2K8X5D3|A0A2K8X5D3_9FLAO	GT-A	GT2_Chondriotin_Pol_N(7-228)
tr|A0A2K8X5Q1|A0A2K8X5Q1_9FLAO	GT-A	GT2_Chondriotin_Pol_N(9-238)
tr|A0A2K8XCW3|A0A2K8XCW3_9FLAO	GT-A	GT2_Chondriotin_Pol_N(7-236)
tr|A0A2K8XGI8|A0A2K8XGI8_9FLAO	GT-A	Glyco_tranf_GTA_type(238-414)
tr|A0A2K8ZAF3|A0A2K8ZAF3_9BACT	GT-A	GT2_Chondriotin_Pol_N(12-236)
tr|A0A2K9PMV3|A0A2K9PMV3_9FLAO	GT-A	Glyco_tranf_GTA_type(244-420)
tr|A0A2K9PXE6|A0A2K9PXE6_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-227)
tr|A0A2L0AAJ7|A0A2L0AAJ7_9SPHN	GT-A	Glyco_tranf_GTA_type(46-234)
tr|A0A2L0GJZ5|A0A2L0GJZ5_9SPHN	GT-A	Glyco_tranf_GTA_type(6-214)
tr|A0A2L2WL44|A0A2L2WL44_9BACT	GT-A	Glyco_tranf_GTA_type(3-200)
tr|A0A2L2WMJ6|A0A2L2WMJ6_9BACT	GT-A	Glycos_transf_2(14-177)
tr|A0A2M7AT17|A0A2M7AT17_9BACT	GT-A	GT_2_like_c(5-205)
tr|A0A2M7BSZ4|A0A2M7BSZ4_9BACT	GT-A	Glyco_tranf_GTA_type(10-236)
tr|A0A2M7D348|A0A2M7D348_9HELI	GT-A	Glyco_tranf_GTA_type(5-238)
tr|A0A2M8AMY7|A0A2M8AMY7_9FLAO	GT-A	Glyco_tranf_GTA_type(3-167)
tr|A0A2M8E5P8|A0A2M8E5P8_9BURK	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A2M8L4W3|A0A2M8L4W3_9BACT	GT-A	Glyco_tranf_GTA_type(10-214)
tr|A0A2M8M5H3|A0A2M8M5H3_9ACTN	GT-A	Glyco_tranf_GTA_type(11-242)
tr|A0A2M8TAF0|A0A2M8TAF0_9CLOT	GT-A	Glyco_tranf_GTA_type(7-235)
tr|A0A2M8VJ93|A0A2M8VJ93_9BURK	GT-A	GT2_Chondriotin_Pol_N(5-235)
tr|A0A2M8Y0K5|A0A2M8Y0K5_9FLAO	GT-A	Glycos_transf_2(3-168)
tr|A0A2M9CD44|A0A2M9CD44_9CELL	GT-A	Glyco_tranf_GTA_type(8-220)
tr|A0A2N0EUJ6|A0A2N0EUJ6_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A2N0FRI9|A0A2N0FRI9_9FLAO	GT-A	GT2_Chondriotin_Pol_N(6-235)
tr|A0A2N0HG73|A0A2N0HG73_9FLAO	GT-A	GT2_Chondriotin_Pol_N(7-236)
tr|A0A2N0WYI2|A0A2N0WYI2_9GAMM	GT-A	GT2_Chondriotin_Pol_N(5-225)
tr|A0A2N0XNF3|A0A2N0XNF3_9VIBR	GT-A	Glyco_tranf_GTA_type(6-235)
tr|A0A2N0XXK8|A0A2N0XXK8_9VIBR	GT-A	Glyco_tranf_GTA_type(36-259)
tr|A0A2N1G3D6|A0A2N1G3D6_9FLAO	GT-A	Glyco_tranf_GTA_type(4-122)
tr|A0A2N1USM6|A0A2N1USM6_9BACT	GT-A	Glyco_tranf_GTA_type(5-184)
tr|A0A2N1V1Y8|A0A2N1V1Y8_9BACT	GT-A	Glyco_tranf_GTA_type(10-232)
tr|A0A2N1V2L7|A0A2N1V2L7_9BACT	GT-A	Glyco_tranf_GTA_type(5-206)
tr|A0A2N2EW18|A0A2N2EW18_9BACT	GT-A	Glyco_tranf_GTA_type(12-244)
tr|A0A2N2EW31|A0A2N2EW31_9BACT	GT-A	Glyco_tranf_GTA_type(7-237)
tr|A0A2N2KV58|A0A2N2KV58_9BACT	GT-A	Glyco_tranf_GTA_type(5-233)
tr|A0A2N2LDK7|A0A2N2LDK7_9BACT	GT-A	Glyco_tranf_GTA_type(6-234)
tr|A0A2N2N848|A0A2N2N848_9CHLR	GT-A	GT2_Chondriotin_Pol_N(13-237)
tr|A0A2N2Y913|A0A2N2Y913_9BACT	GT-A	GT2(1-294)
tr|A0A2N3AN02|A0A2N3AN02_9BACT	GT-A	Glyco_tranf_GTA_type(7-215)
tr|A0A2N3HEZ1|A0A2N3HEZ1_9FLAO	GT-A	Glyco_tranf_GTA_type(4-173)
tr|A0A2N3HH46|A0A2N3HH46_9FLAO	GT-A	GT2_Chondriotin_Pol_N(9-230)
tr|A0A2N3KVM8|A0A2N3KVM8_9PROT	GT-A	Glyco_tranf_GTA_type(9-239)
tr|A0A2N3L825|A0A2N3L825_9PROT	GT-A	GT2_Chondriotin_Pol_N(6-236)
tr|A0A2N3YIB2|A0A2N3YIB2_9MICO	GT-A	GT2(7-297)
tr|A0A2N5ZSQ1|A0A2N5ZSQ1_9BACT	GT-A	Glyco_tranf_GTA_type(3-168)
tr|A0A2N6ABP8|A0A2N6ABP8_9BACT	GT-A	Glyco_tranf_GTA_type(5-235)
tr|A0A2N6D9Z3|A0A2N6D9Z3_9BACT	GT-A	Glyco_tranf_GTA_type(9-229)
tr|A0A2N6PIM5|A0A2N6PIM5_9MICO	GT-A	Glyco_tranf_GTA_type(8-193)
tr|A0A2N7D2T6|A0A2N7D2T6_9VIBR	GT-A	Glyco_tranf_GTA_type(6-238)
tr|A0A2N7D2U8|A0A2N7D2U8_9VIBR	GT-A	Glyco_tranf_GTA_type(7-235)
tr|A0A2N7QXI8|A0A2N7QXI8_9GAMM	GT-A	GT2_Chondriotin_Pol_N(5-231)
tr|A0A2N7QXN8|A0A2N7QXN8_9GAMM	GT-A	GT2_Chondriotin_Pol_N(8-238)
tr|A0A2N7VNR5|A0A2N7VNR5_9BURK	GT-A	GT2_Chondriotin_Pol_N(9-239)
tr|A0A2N7X2N5|A0A2N7X2N5_9BURK	GT-A	GT2_Chondriotin_Pol_N(9-239)
tr|A0A2N8KB91|A0A2N8KB91_9BURK	GT-A	Glyco_tranf_GTA_type(10-204)
tr|A0A2N8N8D0|A0A2N8N8D0_9BACT	GT-A	GT2_Chondriotin_Pol_N(14-243)
tr|A0A2N8ZGM9|A0A2N8ZGM9_9VIBR	GT-A	Glyco_tranf_GTA_type(10-249)
tr|A0A2P2E960|A0A2P2E960_9PROT	GT-A	Glyco_tranf_GTA_type(33-217)
tr|A0A2P7EB81|A0A2P7EB81_9SYNE	GT-A	Glyco_tranf_GTA_type(5-196)
tr|A0A2P7NUH2|A0A2P7NUH2_9PROT	GT-A	GT_2_like_c(11-203)
tr|A0A2P7S8A1|A0A2P7S8A1_9RHIZ	GT-A	Glyco_tranf_GTA_type(5-162)
tr|A0A2P8CBS7|A0A2P8CBS7_9BACT	GT-A	Glycos_transf_2(3-164)
tr|A0A2P8CV76|A0A2P8CV76_9BACT	GT-A	Glyco_tranf_GTA_type(5-226)
tr|A0A2P8GUZ2|A0A2P8GUZ2_9MICO	GT-A	GT2(24-242)
tr|A0A2P8HIJ0|A0A2P8HIJ0_9BACT	GT-A	GT2_Chondriotin_Pol_N(9-231)
tr|A0A2P8HTB8|A0A2P8HTB8_9BACT	GT-A	Glyco_tranf_GTA_type(13-181)
tr|A0A2P8HTL3|A0A2P8HTL3_9BACT	GT-A	GT2_Chondriotin_Pol_N(10-235)
tr|A0A2P8NA33|A0A2P8NA33_9RHIZ	GT-A	Glyco_tranf_GTA_type(20-211)
tr|A0A2P8W5S4|A0A2P8W5S4_9CYAN	GT-A	Glyco_tranf_GTA_type(14-216)
tr|A0A2P8WE41|A0A2P8WE41_9CYAN	GT-A	Glyco_tranf_GTA_type(7-205)
tr|A0A2R3Z0N9|A0A2R3Z0N9_9FLAO	GT-A	Glyco_tranf_GTA_type(5-203)
tr|A0A2R3ZAL4|A0A2R3ZAL4_9FLAO	GT-A	Glycos_transf_2(239-349)
tr|A0A2R7MGB6|A0A2R7MGB6_9MICO	GT-A	Glyco_tranf_GTA_type(24-235)
tr|A0A2R7YUT3|A0A2R7YUT3_9ACTN	GT-A	Glyco_tranf_GTA_type(36-234)
tr|A0A2R8BXG3|A0A2R8BXG3_9RHOB	GT-A	GT2(1-259)
tr|A0A2S0HT76|A0A2S0HT76_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A2S0WFL5|A0A2S0WFL5_9CORY	GT-A	mycofact_glyco(2-252)
tr|A0A2S1LCJ1|A0A2S1LCJ1_9FLAO	GT-A	Glyco_tranf_GTA_type(243-412)
tr|A0A2S1LIC1|A0A2S1LIC1_9FLAO	GT-A	GT2_Chondriotin_Pol_N(12-241)
tr|A0A2S1LQE3|A0A2S1LQE3_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A2S1R281|A0A2S1R281_9FLAO	GT-A	Glyco_tranf_GTA_type(3-165)
tr|A0A2S1R2C2|A0A2S1R2C2_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A2S1SH51|A0A2S1SH51_9FLAO	GT-A	Glyco_tranf_GTA_type(240-411)
tr|A0A2S1SI71|A0A2S1SI71_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A2S4N8G4|A0A2S4N8G4_9FLAO	GT-A	GT2_Chondriotin_Pol_N(7-236)
tr|A0A2S4N9F0|A0A2S4N9F0_9FLAO	GT-A	Glyco_tranf_GTA_type(216-401)
tr|A0A2S4XRS6|A0A2S4XRS6_9ACTN	GT-A	GT2(29-213)
tr|A0A2S5AAI9|A0A2S5AAI9_9FLAO	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A2S5AGC5|A0A2S5AGC5_9FLAO	GT-A	Glyco_tranf_GTA_type(242-413)
tr|A0A2S5VYI6|A0A2S5VYI6_9MICO	GT-A	Glyco_tranf_GTA_type(22-236)
tr|A0A2S6GLL7|A0A2S6GLL7_9PSEU	GT-A	Glyco_tranf_GTA_type(48-221)
tr|A0A2S6I2J9|A0A2S6I2J9_9BACT	GT-A	Glyco_tranf_GTA_type(3-160)
tr|A0A2S6IHH3|A0A2S6IHH3_9FLAO	GT-A	Glyco_tranf_GTA_type(9-238)
tr|A0A2S6IHK5|A0A2S6IHK5_9FLAO	GT-A	GT2_Chondriotin_Pol_N(7-228)
tr|A0A2S6ILJ6|A0A2S6ILJ6_9FLAO	GT-A	Glyco_tranf_GTA_type(5-201)
tr|A0A2S6N613|A0A2S6N613_RHOGL	GT-A	Glyco_tranf_GTA_type(9-95)
tr|A0A2S7KQ20|A0A2S7KQ20_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A2S7KZ07|A0A2S7KZ07_9FLAO	GT-A	Glyco_tranf_GTA_type(3-166)
tr|A0A2S7T9V9|A0A2S7T9V9_9FLAO	GT-A	GT2_Chondriotin_Pol_N(8-237)
tr|A0A2S7TLY2|A0A2S7TLY2_9FLAO	GT-A	Glycos_transf_2(3-165)
tr|A0A2S7TY34|A0A2S7TY34_9BACT	GT-A	GT2_Chondriotin_Pol_N(5-234)
tr|A0A2S8AAN2|A0A2S8AAN2_9FLAO	GT-A	Glyco_tranf_GTA_type(7-228)
tr|A0A2S8FLX0|A0A2S8FLX0_9PLAN	GT-A	Glyco_tranf_GTA_type(5-226)
tr|A0A2S9V615|A0A2S9V615_9ALTE	GT-A	mycofact_glyco(6-192)
tr|A0A2T0QYX6|A0A2T0QYX6_9ACTN	GT-A	Glyco_tranf_GTA_type(18-222)
tr|A0A2T0U6Z9|A0A2T0U6Z9_9SPHI	GT-A	GT2_Chondriotin_Pol_N(17-239)
tr|A0A2T0U701|A0A2T0U701_9SPHI	GT-A	GT2_Chondriotin_Pol_N(8-229)
tr|A0A2T0V2M8|A0A2T0V2M8_9GAMM	GT-A	GT2(1-242)
tr|A0A2T0X4E0|A0A2T0X4E0_9RHOB	GT-A	Glyco_tranf_GTA_type(19-212)
tr|A0A2T0XR45|A0A2T0XR45_9BACT	GT-A	Glyco_tranf_GTA_type(6-236)
tr|A0A2T1C4W8|A0A2T1C4W8_9CYAN	GT-A	Glycos_transf_2(4-167)
tr|A0A2T1D323|A0A2T1D323_9CYAN	GT-A	Glycos_transf_2(4-165)
tr|A0A2T1EQJ0|A0A2T1EQJ0_9CHRO	GT-A	Glyco_tranf_GTA_type(6-185)
tr|A0A2T1GLX9|A0A2T1GLX9_9CYAN	GT-A	Glyco_tranf_GTA_type(5-194)
